Model Outputs
100
,,Maciej:LAbsAnkleAngle,,,Maciej:LAnkleAngles,,,Maciej:LAnkleForce,,,Maciej:LAnkleMoment,,,Maciej:LAnklePower,,,Maciej:LFE,,,,,,,,,Maciej:LFO,,,,,,,,,Maciej:LFootProgressAngles,,,Maciej:LHipAngles,,,Maciej:LHipForce,,,Maciej:LHipMoment,,,Maciej:LHipPower,,,Maciej:LKneeAngles,,,Maciej:LKneeForce,,,Maciej:LKneeMoment,,,Maciej:LKneePower,,,Maciej:LPelvisAngles,,,Maciej:LTI,,,,,,,,,Maciej:LTO,,,,,,,,,Maciej:PEL,,,,,,,,,Maciej:RAbsAnkleAngle,,,Maciej:RAnkleAngles,,,Maciej:RAnkleForce,,,Maciej:RAnkleMoment,,,Maciej:RAnklePower,,,Maciej:RFE,,,,,,,,,Maciej:RFO,,,,,,,,,Maciej:RFootProgressAngles,,,Maciej:RHipAngles,,,Maciej:RHipForce,,,Maciej:RHipMoment,,,Maciej:RHipPower,,,Maciej:RKneeAngles,,,Maciej:RKneeForce,,,Maciej:RKneeMoment,,,Maciej:RKneePower,,,Maciej:RPelvisAngles,,,Maciej:RTI,,,,,,,,,Maciej:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
6,0,5.88798,0,0,5.8914,-0.892594,1.94845,,,,,,,,,,-6.63789,5.49764,82.526,-1010.17,-1465.77,531.866,384.823,384.823,384.823,68.2165,-66.1458,67.8793,-1049.2,-1354.88,84.0234,242.562,242.562,242.562,-87.7291,-2.55088,0.754446,-0.500686,-0.843225,1.31297,,,,,,,,,,0.688367,-3.47662,-8.90424,,,,,,,,,,7.47873,-1.12468,6.02815,-3.68041,9.04621,91.1107,-1034.99,-1526.58,105.914,412.587,412.587,412.587,68.2165,-66.1457,67.8793,-1048.14,-1274.1,80.82,80.854,80.854,80.8541,-6.91268,4.56594,83.9138,-928.082,-1420.87,915.94,168.15,168.15,168.15,4.47617,0,0,4.47817,-0.430649,-1.71108,,,,,,,,,,-4.91205,-1.62456,98.0529,-816.316,-1440.51,537.28,382.77,382.77,382.77,43.8385,-82.5073,59.0712,-678.156,-1370.41,82.616,241.508,241.508,241.508,-87.8017,-8.73722,-24.3734,6.00298,-2.47732,13.9372,,,,,,,,,,8.60354,-1.22383,-30.8261,,,,,,,,,,7.47873,1.12468,-6.02815,-12.8016,0.0835076,66.8449,-765.251,-1518.6,101.463,427.293,427.293,427.293,43.8385,-82.5073,59.0712,-644.934,-1297.14,79.8033,80.5026,80.5026,80.5026
7,0,5.8952,0,0,5.89862,-0.89329,1.95353,,,,,,,,,,-6.62934,5.49269,82.541,-1010.16,-1465.76,531.856,384.828,384.828,384.828,68.2194,-66.1493,67.876,-1049.2,-1354.89,84.0313,242.562,242.562,242.562,-87.7337,-2.5514,0.755587,-0.495103,-0.84487,1.31323,,,,,,,,,,0.699048,-3.47516,-8.89382,,,,,,,,,,7.47507,-1.12487,6.0131,-3.68159,9.04896,91.1149,-1035,-1526.59,105.908,412.586,412.586,412.586,68.2194,-66.1493,67.876,-1048.13,-1274.1,80.8343,80.854,80.854,80.854,-6.90948,4.56416,83.9289,-928.071,-1420.9,915.941,168.15,168.15,168.15,4.47829,0,0,4.48033,-0.428764,-1.72791,,,,,,,,,,-4.91009,-1.62497,98.0667,-816.31,-1440.5,537.281,382.765,382.765,382.765,43.8389,-82.5064,59.0748,-678.155,-1370.43,82.619,241.508,241.508,241.508,-87.8004,-8.73838,-24.3708,6.00053,-2.47789,13.9361,,,,,,,,,,8.60908,-1.22213,-30.8203,,,,,,,,,,7.47507,1.12487,-6.0131,-12.8049,0.0874752,66.864,-765.245,-1518.62,101.469,427.293,427.293,427.293,43.8389,-82.5064,59.0747,-644.937,-1297.15,79.8046,80.5026,80.5026,80.5026
8,0,5.90191,0,0,5.90535,-0.893952,1.95836,,,,,,,,,,-6.6212,5.48786,82.555,-1010.16,-1465.75,531.847,384.833,384.833,384.833,68.2221,-66.1525,67.8727,-1049.2,-1354.89,84.0386,242.562,242.562,242.562,-87.738,-2.55203,0.756758,-0.489775,-0.846291,1.31354,,,,,,,,,,0.709248,-3.47397,-8.8842,,,,,,,,,,7.47153,-1.12496,5.99911,-3.68255,9.05161,91.1188,-1035,-1526.6,105.902,412.586,412.586,412.586,68.2221,-66.1524,67.8727,-1048.13,-1274.11,80.8477,80.854,80.854,80.854,-6.90633,4.56246,83.943,-928.06,-1420.92,915.941,168.15,168.15,168.15,4.48028,0,0,4.48237,-0.426996,-1.7437,,,,,,,,,,-4.90813,-1.62543,98.0792,-816.304,-1440.49,537.282,382.761,382.761,382.761,43.8394,-82.5056,59.0781,-678.155,-1370.44,82.6221,241.508,241.508,241.508,-87.7994,-8.73946,-24.3684,5.99825,-2.47844,13.9349,,,,,,,,,,8.61428,-1.22062,-30.8146,,,,,,,,,,7.47153,1.12496,-5.99911,-12.8079,0.0911425,66.8819,-765.239,-1518.64,101.475,427.292,427.292,427.292,43.8394,-82.5057,59.0781,-644.94,-1297.16,79.8063,80.5026,80.5026,80.5026
9,0,5.90806,0,0,5.91156,-0.894542,1.96267,,,,,,,,,,-6.61351,5.48321,82.5677,-1010.15,-1465.74,531.838,384.837,384.837,384.837,68.2246,-66.1554,67.8695,-1049.19,-1354.9,84.0456,242.562,242.562,242.562,-87.7421,-2.55274,0.757893,-0.484796,-0.847526,1.31409,,,,,,,,,,0.718895,-3.47298,-8.87537,,,,,,,,,,7.46806,-1.12497,5.98618,-3.68328,9.0541,91.1222,-1035,-1526.61,105.897,412.585,412.585,412.585,68.2246,-66.1555,67.8695,-1048.12,-1274.11,80.8604,80.854,80.854,80.8539,-6.90318,4.56083,83.956,-928.049,-1420.95,915.942,168.15,168.15,168.15,4.48214,0,0,4.48423,-0.425355,-1.75836,,,,,,,,,,-4.90613,-1.62594,98.0906,-816.297,-1440.49,537.283,382.757,382.757,382.757,43.8399,-82.5049,59.0811,-678.154,-1370.45,82.6251,241.508,241.508,241.508,-87.7985,-8.74043,-24.3661,5.9961,-2.47895,13.9335,,,,,,,,,,8.61909,-1.21931,-30.8089,,,,,,,,,,7.46806,1.12497,-5.98618,-12.8105,0.0944661,66.8986,-765.232,-1518.65,101.48,427.292,427.292,427.292,43.8399,-82.5049,59.0811,-644.942,-1297.18,79.8081,80.5026,80.5026,80.5025
10,0,5.91382,0,0,5.91731,-0.89506,1.96645,-0.141962,0.00625003,-0.00549496,-17.1974,1.10916e-014,0.756782,0,0,0.00015794,-6.60622,5.47869,82.5792,-1010.15,-1465.73,531.83,384.842,384.842,384.842,68.227,-66.1581,67.8664,-1049.19,-1354.9,84.0521,242.562,242.562,242.562,-87.7458,-2.55355,0.759032,-0.480097,-0.848563,1.31489,-0.213145,-0.0343186,1.56511,57.8558,-0.984425,1.13011,0,0,-0.000461547,0.72807,-3.47221,-8.86724,-0.0838788,0.0362673,0.591604,-3.22624,8.22733,0.959081,0,0,4.67724e-005,7.46469,-1.12489,5.97425,-3.68386,9.05649,91.1251,-1035,-1526.62,105.892,412.585,412.584,412.584,68.227,-66.158,67.8664,-1048.12,-1274.12,80.8722,80.854,80.854,80.854,-6.9001,4.55928,83.968,-928.038,-1420.98,915.943,168.15,168.15,168.15,4.48377,0,0,4.48591,-0.423853,-1.77177,-0.140138,-0.0238048,-0.00486118,-16.9319,-5.77732e-015,2.88586,0,0,0.000115063,-4.90412,-1.62647,98.1009,-816.291,-1440.49,537.285,382.752,382.752,382.752,43.8406,-82.5043,59.0838,-678.154,-1370.47,82.6281,241.508,241.508,241.508,-87.7978,-8.74131,-24.364,5.99408,-2.47944,13.9319,-0.0659769,-0.107641,1.57441,30.3662,49.374,-0.0556018,0,0,0.000104013,8.62348,-1.21825,-30.8034,-0.0702792,-0.103969,0.585002,-0.701693,26.5182,3.04271,0,0,3.63544e-005,7.46469,1.12489,-5.97425,-12.8127,0.0974181,66.914,-765.226,-1518.67,101.485,427.292,427.292,427.292,43.8406,-82.5043,59.0838,-644.944,-1297.19,79.8101,80.5026,80.5026,80.5026
11,0,5.91903,0,0,5.92254,-0.895547,1.97,-0.141966,0.00627394,-0.00556255,-17.1981,1.06493e-014,0.760066,0,0,0.000143903,-6.59931,5.47429,82.5895,-1010.14,-1465.73,531.823,384.846,384.846,384.846,68.2292,-66.1605,67.8633,-1049.19,-1354.91,84.0582,242.562,242.562,242.562,-87.7493,-2.55446,0.760186,-0.475631,-0.849431,1.31575,-0.213045,-0.0341543,1.56514,57.8891,-0.919644,1.13427,0,0,-0.00043309,0.736743,-3.47169,-8.85996,-0.0839863,0.0363479,0.59159,-3.2624,8.24566,0.962328,0,0,4.75597e-005,7.46146,-1.12475,5.96334,-3.68418,9.05877,91.1277,-1035,-1526.62,105.887,412.584,412.584,412.584,68.2292,-66.1605,67.8634,-1048.11,-1274.13,80.8831,80.854,80.8541,80.8539,-6.89711,4.55778,83.979,-928.026,-1421.01,915.944,168.15,168.15,168.15,4.48522,0,0,4.48739,-0.422465,-1.78417,-0.140136,-0.0238068,-0.00487119,-16.9307,1.5727e-015,2.88607,0,0,0.000103731,-4.9021,-1.62701,98.1099,-816.285,-1440.49,537.286,382.748,382.748,382.749,43.8413,-82.5038,59.0863,-678.152,-1370.48,82.6311,241.508,241.508,241.508,-87.7973,-8.74207,-24.362,5.99221,-2.47986,13.9302,-0.0659005,-0.107621,1.57441,30.3579,49.3612,-0.0559182,0,0,9.62e-005,8.62745,-1.2174,-30.798,-0.0703151,-0.103952,0.585001,-0.716457,26.5163,3.04279,0,0,3.54927e-005,7.46146,1.12475,-5.96334,-12.8146,0.100045,66.9282,-765.219,-1518.68,101.489,427.291,427.291,427.291,43.8413,-82.5038,59.0863,-644.945,-1297.2,79.8124,80.5026,80.5025,80.5026
12,0,5.92377,0,0,5.92731,-0.895987,1.97321,-0.141961,0.00627134,-0.00553632,-17.1976,-1.0056e-014,0.760588,0,0,0.000129575,-6.59281,5.47007,82.5986,-1010.13,-1465.72,531.817,384.85,384.849,384.85,68.2312,-66.1626,67.8603,-1049.18,-1354.92,84.0638,242.562,242.562,242.562,-87.7524,-2.55545,0.761361,-0.471526,-0.850121,1.31679,-0.21288,-0.0341005,1.56517,57.8415,-0.898676,1.1332,0,0,-0.000404087,0.744908,-3.47135,-8.85349,-0.083992,0.0363597,0.591586,-3.25629,8.2448,0.962815,0,0,4.76537e-005,7.45827,-1.12451,5.95346,-3.68431,9.06095,91.1299,-1035,-1526.63,105.883,412.584,412.584,412.584,68.2312,-66.1626,67.8603,-1048.11,-1274.13,80.8932,80.854,80.8539,80.854,-6.8941,4.55634,83.9889,-928.014,-1421.04,915.945,168.15,168.15,168.15,4.48656,0,0,4.48875,-0.421198,-1.79548,-0.140132,-0.0238007,-0.00485052,-16.9288,2.56115e-015,2.88525,0,0,9.19604e-005,-4.90004,-1.62762,98.1176,-816.279,-1440.49,537.288,382.745,382.745,382.745,43.8422,-82.5034,59.0883,-678.151,-1370.49,82.634,241.508,241.508,241.508,-87.7969,-8.74273,-24.3601,5.99045,-2.48028,13.9282,-0.0658222,-0.107633,1.57443,30.3306,49.3611,-0.0581885,0,0,8.76511e-005,8.6311,-1.21675,-30.7925,-0.0703176,-0.103936,0.585006,-0.71571,26.5113,3.04184,0,0,3.43293e-005,7.45827,1.12451,-5.95346,-12.8162,0.102374,66.9412,-765.213,-1518.69,101.493,427.291,427.291,427.291,43.8421,-82.5034,59.0883,-644.946,-1297.21,79.8148,80.5026,80.5026,80.5025
13,0,5.92803,0,0,5.93155,-0.896345,1.97582,-0.141954,0.0063013,-0.00546242,-17.197,5.81154e-015,0.765671,0,0,0.000114906,-6.58674,5.46602,82.6064,-1010.12,-1465.72,531.811,384.853,384.853,384.853,68.233,-66.1646,67.8573,-1049.18,-1354.92,84.0689,242.562,242.562,242.562,-87.7553,-2.55654,0.762548,-0.4677,-0.850644,1.31811,-0.212645,-0.0339822,1.56521,57.7446,-0.838978,1.13508,0,0,-0.000371915,0.752516,-3.47124,-8.84774,-0.0839211,0.0364075,0.591585,-3.22369,8.25543,0.967838,0,0,4.66882e-005,7.45522,-1.12421,5.94464,-3.68422,9.06295,91.1316,-1035,-1526.64,105.879,412.584,412.584,412.584,68.2331,-66.1646,67.8573,-1048.11,-1274.14,80.9024,80.854,80.854,80.854,-6.89117,4.55496,83.9978,-928.002,-1421.07,915.946,168.15,168.15,168.15,4.48766,0,0,4.48988,-0.420066,-1.80559,-0.140128,-0.0237921,-0.00484584,-16.9266,3.01256e-016,2.88406,0,0,7.99742e-005,-4.89798,-1.62829,98.1243,-816.272,-1440.5,537.289,382.741,382.741,382.741,43.8431,-82.5031,59.0902,-678.149,-1370.5,82.6368,241.508,241.508,241.508,-87.7967,-8.74326,-24.3584,5.98888,-2.48065,13.9262,-0.0657308,-0.107635,1.57444,30.3137,49.3492,-0.0593624,0,0,8.08381e-005,8.63435,-1.21627,-30.7872,-0.070338,-0.103915,0.585012,-0.725395,26.5043,3.04054,0,0,3.25873e-005,7.45522,1.12421,-5.94464,-12.8174,0.104352,66.9529,-765.207,-1518.71,101.496,427.291,427.291,427.291,43.8431,-82.5031,59.0902,-644.946,-1297.21,79.8174,80.5026,80.5026,80.5026
14,0,5.93175,0,0,5.93531,-0.896681,1.97828,-0.14196,0.0062789,-0.00553331,-17.1978,6.46228e-016,0.764445,0,0,9.9974e-005,-6.58104,5.46212,82.6132,-1010.12,-1465.72,531.806,384.856,384.856,384.856,68.2347,-66.1661,67.8544,-1049.18,-1354.92,84.0735,242.562,242.562,242.562,-87.758,-2.55774,0.763695,-0.46415,-0.851027,1.31939,-0.212616,-0.033871,1.56524,57.7935,-0.816585,1.13511,0,0,-0.000342242,0.75962,-3.47132,-8.84279,-0.0840392,0.0364365,0.591579,-3.25971,8.24966,0.966607,0,0,4.63105e-005,7.45226,-1.12383,5.9368,-3.68388,9.06487,91.133,-1035,-1526.64,105.876,412.584,412.584,412.584,68.2347,-66.1662,67.8544,-1048.1,-1274.14,80.9108,80.854,80.854,80.854,-6.88828,4.55364,84.0056,-927.99,-1421.1,915.948,168.15,168.15,168.15,4.48851,0,0,4.49078,-0.419072,-1.81447,-0.140126,-0.0237879,-0.00485692,-16.9247,1.86465e-015,2.88316,0,0,6.65574e-005,-4.8959,-1.62896,98.1298,-816.266,-1440.5,537.291,382.737,382.737,382.737,43.844,-82.5028,59.0917,-678.147,-1370.5,82.6395,241.508,241.508,241.508,-87.7966,-8.74364,-24.3568,5.98742,-2.48097,13.924,-0.0656255,-0.107628,1.57446,30.3037,49.3338,-0.0595638,0,0,7.26143e-005,8.63718,-1.21601,-30.7823,-0.0703694,-0.103897,0.585019,-0.741789,26.4989,3.03955,0,0,3.07478e-005,7.45226,1.12383,-5.9368,-12.8182,0.105993,66.9633,-765.201,-1518.72,101.499,427.291,427.291,427.291,43.8441,-82.5028,59.0916,-644.946,-1297.22,79.8199,80.5026,80.5026,80.5027
