Model Outputs
100
,,Maciej:LAbsAnkleAngle,,,Maciej:LAnkleAngles,,,Maciej:LAnkleForce,,,Maciej:LAnkleMoment,,,Maciej:LAnklePower,,,Maciej:LFE,,,,,,,,,Maciej:LFO,,,,,,,,,Maciej:LFootProgressAngles,,,Maciej:LHipAngles,,,Maciej:LHipForce,,,Maciej:LHipMoment,,,Maciej:LHipPower,,,Maciej:LKneeAngles,,,Maciej:LKneeForce,,,Maciej:LKneeMoment,,,Maciej:LKneePower,,,Maciej:LPelvisAngles,,,Maciej:LTI,,,,,,,,,Maciej:LTO,,,,,,,,,Maciej:PEL,,,,,,,,,Maciej:RAbsAnkleAngle,,,Maciej:RAnkleAngles,,,Maciej:RAnkleForce,,,Maciej:RAnkleMoment,,,Maciej:RAnklePower,,,Maciej:RFE,,,,,,,,,Maciej:RFO,,,,,,,,,Maciej:RFootProgressAngles,,,Maciej:RHipAngles,,,Maciej:RHipForce,,,Maciej:RHipMoment,,,Maciej:RHipPower,,,Maciej:RKneeAngles,,,Maciej:RKneeForce,,,Maciej:RKneeMoment,,,Maciej:RKneePower,,,Maciej:RPelvisAngles,,,Maciej:RTI,,,,,,,,,Maciej:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,8.15935,0,0,8.36413,1.13634,-12.6603,,,,,,,,,,-0.0507148,7.5397,-9.00096,-1110.66,1060.78,514.503,382.685,382.685,382.685,14.5041,-87.0964,7.33247,-1031.56,1141.07,68.2544,242.017,242.017,242.017,-88.1617,-4.39051,-14.065,-1.75736,-3.31151,-3.65753,,,,,,,,,,3.81572,-1.8036,-10.804,,,,,,,,,,6.52052,-3.07503,12.5633,3.08577,10.9515,1.5846,-1193.59,1082.91,87.963,416.69,416.69,416.69,14.5041,-87.0964,7.3325,-953.342,1160.68,65.744,80.6725,80.6724,80.6725,-3.77388,6.15569,-12.3717,-1077.68,975.106,900.473,168.15,168.15,168.15,3.79436,0,0,3.83131,-1.51809,7.9574,,,,,,,,,,-4.27871,-0.612839,1.963,-1090.16,864.612,526.07,382.076,382.076,382.076,-20.6313,-84.9836,-7.77723,-1005.3,737.535,67.2827,241.365,241.365,241.365,-87.2209,-7.89115,-18.4974,7.28158,0.372121,14.067,,,,,,,,,,9.95662,-2.637,-28.3993,,,,,,,,,,6.52052,3.07503,-12.5633,-9.2167,7.34988,-26.4989,-1161.37,808.711,88.2794,428.653,428.653,428.653,-20.6313,-84.9836,-7.77722,-929.087,712.01,63.5833,80.4551,80.4551,80.4551
2,0,8.15237,0,0,8.35691,1.13611,-12.6587,,,,,,,,,,-0.0438057,7.53897,-8.994,-1110.73,1060.73,514.503,382.687,382.687,382.687,14.5069,-87.0982,7.32738,-1031.55,1141.07,68.2596,242.017,242.017,242.017,-88.164,-4.39587,-14.0635,-1.75098,-3.31676,-3.66268,,,,,,,,,,3.80838,-1.80446,-10.797,,,,,,,,,,6.52654,-3.07238,12.5614,3.09128,10.9431,1.58486,-1193.59,1082.91,87.9599,416.683,416.683,416.683,14.5069,-87.0982,7.32735,-953.341,1160.67,65.7525,80.6725,80.6723,80.6725,-3.77181,6.16204,-12.3698,-1077.75,975.022,900.473,168.15,168.15,168.15,3.78645,0,0,3.82328,-1.51784,7.95519,,,,,,,,,,-4.27175,-0.613038,1.96555,-1090.23,864.574,526.072,382.068,382.068,382.068,-20.6256,-84.9834,-7.78399,-1005.3,737.534,67.281,241.365,241.365,241.365,-87.219,-7.88275,-18.498,7.28674,0.377432,14.0675,,,,,,,,,,9.94907,-2.63919,-28.4001,,,,,,,,,,6.52654,3.07238,-12.5614,-9.21025,7.34328,-26.4965,-1161.37,808.71,88.2852,428.634,428.634,428.634,-20.6256,-84.9834,-7.78397,-929.09,712.007,63.5791,80.4551,80.4551,80.4551
3,0,8.14549,0,0,8.34976,1.13577,-12.6564,,,,,,,,,,-0.037184,7.53841,-8.9867,-1110.79,1060.69,514.503,382.689,382.689,382.689,14.5097,-87.0999,7.32238,-1031.55,1141.07,68.2645,242.017,242.017,242.017,-88.1664,-4.40117,-14.062,-1.74514,-3.32154,-3.66784,,,,,,,,,,3.801,-1.80556,-10.7904,,,,,,,,,,6.53212,-3.06967,12.5592,3.0968,10.9348,1.58588,-1193.59,1082.91,87.9568,416.676,416.676,416.676,14.5097,-87.0999,7.3224,-953.339,1160.67,65.7606,80.6725,80.6725,80.6725,-3.76958,6.16797,-12.3676,-1077.82,974.939,900.473,168.15,168.15,168.15,3.77896,0,0,3.81572,-1.51749,7.9521,,,,,,,,,,-4.26503,-0.61309,1.96842,-1090.29,864.536,526.074,382.06,382.06,382.06,-20.6201,-84.9831,-7.79055,-1005.3,737.532,67.2794,241.365,241.365,241.365,-87.2172,-7.87465,-18.4986,7.29142,0.382288,14.068,,,,,,,,,,9.94186,-2.64109,-28.4004,,,,,,,,,,6.53212,3.06967,-12.5592,-9.20388,7.33717,-26.4932,-1161.37,808.708,88.291,428.616,428.616,428.616,-20.6201,-84.9831,-7.79056,-929.093,712.005,63.5752,80.4551,80.4551,80.4551
4,0,8.13874,0,0,8.34274,1.13529,-12.653,,,,,,,,,,-0.0307835,7.53794,-8.97859,-1110.85,1060.65,514.503,382.691,382.691,382.691,14.5125,-87.1015,7.31755,-1031.55,1141.07,68.2693,242.017,242.018,242.017,-88.1686,-4.4064,-14.0607,-1.73973,-3.32591,-3.67352,,,,,,,,,,3.79371,-1.80687,-10.7843,,,,,,,,,,6.53727,-3.06692,12.5566,3.10233,10.9267,1.58812,-1193.59,1082.91,87.9536,416.67,416.67,416.67,14.5126,-87.1015,7.31751,-953.336,1160.67,65.7684,80.6725,80.6725,80.6725,-3.76727,6.17348,-12.365,-1077.88,974.859,900.473,168.15,168.15,168.15,3.77194,0,0,3.80857,-1.51704,7.94821,,,,,,,,,,-4.25856,-0.613013,1.97164,-1090.35,864.499,526.076,382.053,382.053,382.053,-20.6149,-84.9829,-7.79694,-1005.3,737.531,67.2779,241.365,241.365,241.365,-87.2155,-7.8668,-18.4992,7.29563,0.386698,14.0686,,,,,,,,,,9.93496,-2.64269,-28.4003,,,,,,,,,,6.53727,3.06692,-12.5566,-9.19756,7.33154,-26.4893,-1161.38,808.707,88.2967,428.599,428.599,428.599,-20.6148,-84.9829,-7.79692,-929.097,712.004,63.5714,80.4551,80.4551,80.4551
5,0,8.1321,0,0,8.3358,1.13468,-12.6488,-0.141643,0.0120321,-0.00431161,-17.1364,2.93801e-015,1.46082,0,0,-0.000210531,-0.0246451,7.53767,-8.97009,-1110.91,1060.61,514.504,382.694,382.694,382.694,14.5153,-87.1031,7.31276,-1031.55,1141.06,68.2738,242.017,242.017,242.017,-88.1709,-4.41156,-14.0593,-1.73488,-3.32981,-3.67929,-0.203332,-0.0145556,1.5667,63.6023,5.79902,1.42475,0,0,-0.000487931,3.78637,-1.80839,-10.7786,-0.112099,0.0339907,0.586854,-11.0351,11.9122,1.65417,0,0,-0.000154306,6.54197,-3.06409,12.5538,3.10787,10.9187,1.59124,-1193.59,1082.91,87.9503,416.665,416.665,416.665,14.5153,-87.1031,7.31278,-953.333,1160.66,65.7759,80.6725,80.6725,80.6724,-3.76482,6.17855,-12.3622,-1077.94,974.782,900.474,168.15,168.15,168.15,3.76535,0,0,3.80189,-1.5165,7.94342,-0.140446,-0.021578,-0.00663159,-16.9522,-5.96058e-015,2.60633,0,0,-0.000160527,-4.25234,-0.612803,1.97511,-1090.41,864.462,526.077,382.046,382.046,382.046,-20.6098,-84.9826,-7.80311,-1005.31,737.53,67.2766,241.365,241.365,241.365,-87.2138,-7.85925,-18.4998,7.29934,0.390642,14.0692,0.0191198,-0.115757,1.57507,4.31686,52.9563,-0.859568,0,0,-0.000287702,9.92838,-2.64402,-28.3996,-0.0511148,-0.108741,0.586197,3.52045,25.193,2.89268,0,0,-5.37971e-005,6.54197,3.06409,-12.5538,-9.19132,7.32641,-26.4844,-1161.38,808.706,88.3023,428.582,428.582,428.582,-20.6098,-84.9826,-7.80311,-929.101,712.002,63.5678,80.4551,80.4551,80.4551
6,0,8.12562,0,0,8.32897,1.13392,-12.6436,-0.141642,0.0120433,-0.00430601,-17.1362,-7.81016e-015,1.46225,0,0,-0.000209525,-0.0187487,7.53751,-8.96102,-1110.97,1060.57,514.505,382.698,382.698,382.698,14.5182,-87.1047,7.30807,-1031.55,1141.06,68.278,242.017,242.017,242.017,-88.1731,-4.41665,-14.0581,-1.73051,-3.33327,-3.68533,-0.203331,-0.0143812,1.5667,63.5827,5.86217,1.42561,0,0,-0.000431381,3.77905,-1.81014,-10.7736,-0.112014,0.0340509,0.586867,-11.014,11.9248,1.65515,0,0,-0.000149031,6.54624,-3.06123,12.5507,3.11343,10.9108,1.59544,-1193.59,1082.91,87.9469,416.66,416.66,416.66,14.5182,-87.1047,7.30805,-953.33,1160.66,65.7832,80.6725,80.6725,80.6725,-3.76225,6.18323,-12.3591,-1077.99,974.707,900.475,168.15,168.15,168.15,3.75926,0,0,3.79569,-1.51584,7.9377,-0.140449,-0.0215615,-0.00663493,-16.9524,1.09576e-014,2.60422,0,0,-0.000142789,-4.24637,-0.61245,1.97893,-1090.46,864.426,526.079,382.04,382.04,382.04,-20.605,-84.9823,-7.80908,-1005.31,737.53,67.2755,241.365,241.365,241.365,-87.2122,-7.85198,-18.5005,7.30258,0.394149,14.0699,0.0191256,-0.115602,1.57508,4.303,52.9052,-0.857586,0,0,-0.00025247,9.92216,-2.64505,-28.3983,-0.0510863,-0.108668,0.586213,3.52977,25.1754,2.89077,0,0,-6.34552e-005,6.54624,3.06123,-12.5507,-9.18512,7.32178,-26.4788,-1161.38,808.706,88.3079,428.566,428.566,428.566,-20.605,-84.9823,-7.8091,-929.106,712,63.5646,80.4551,80.4551,80.4551
7,0,8.11922,0,0,8.32222,1.13304,-12.6374,-0.141641,0.0120543,-0.00430057,-17.1361,1.00107e-015,1.46354,0,0,-0.000208487,-0.0130777,7.53749,-8.95134,-1111.02,1060.54,514.506,382.702,382.702,382.702,14.521,-87.1062,7.30354,-1031.54,1141.06,68.282,242.017,242.017,242.017,-88.1752,-4.42166,-14.057,-1.72664,-3.33634,-3.69163,-0.203336,-0.0142158,1.56669,63.5666,5.91998,1.4263,0,0,-0.000376159,3.77173,-1.81207,-10.7689,-0.111929,0.0341108,0.586878,-10.9922,11.9387,1.65601,0,0,-0.000143428,6.55007,-3.05832,12.5472,3.11899,10.9031,1.60065,-1193.59,1082.91,87.9434,416.656,416.656,416.656,14.521,-87.1062,7.30355,-953.326,1160.66,65.7901,80.6725,80.6725,80.6725,-3.75957,6.18745,-12.3557,-1078.05,974.634,900.477,168.15,168.15,168.15,3.75357,0,0,3.78988,-1.5151,7.93117,-0.140451,-0.0215456,-0.00663806,-16.9527,2.93618e-015,2.60232,0,0,-0.00012494,-4.24063,-0.611928,1.98307,-1090.51,864.391,526.08,382.034,382.034,382.034,-20.6004,-84.982,-7.81488,-1005.32,737.53,67.2745,241.365,241.365,241.365,-87.2106,-7.84498,-18.5012,7.30532,0.397218,14.0706,0.0191369,-0.115456,1.57509,4.28813,52.8564,-0.855314,0,0,-0.000218847,9.9162,-2.64581,-28.3965,-0.0510599,-0.108595,0.586229,3.53582,25.1587,2.88904,0,0,-7.31023e-005,6.55007,3.05832,-12.5472,-9.179,7.31762,-26.4724,-1161.39,808.706,88.3134,428.55,428.55,428.55,-20.6004,-84.982,-7.81489,-929.111,711.999,63.5614,80.4551,80.4551,80.4551
8,0,8.11296,0,0,8.31558,1.13202,-12.6303,-0.14164,0.0120651,-0.00429515,-17.136,-1.04054e-014,1.46501,0,0,-0.000207551,-0.00768097,7.53763,-8.941,-1111.07,1060.5,514.507,382.707,382.707,382.707,14.5238,-87.1077,7.29904,-1031.54,1141.06,68.2858,242.017,242.017,242.017,-88.1773,-4.42662,-14.0559,-1.72328,-3.3389,-3.69829,-0.203347,-0.0140583,1.56669,63.5488,5.97752,1.42735,0,0,-0.000321508,3.76443,-1.81426,-10.7646,-0.111846,0.0341715,0.58689,-10.972,11.9518,1.65705,0,0,-0.000138141,6.55344,-3.05532,12.5434,3.12458,10.8955,1.6068,-1193.59,1082.91,87.9399,416.652,416.652,416.652,14.5238,-87.1077,7.29899,-953.321,1160.65,65.7967,80.6725,80.6724,80.6725,-3.75675,6.19128,-12.352,-1078.09,974.563,900.479,168.15,168.15,168.15,3.74835,0,0,3.78453,-1.51426,7.92378,-0.140453,-0.0215303,-0.00664091,-16.953,9.14871e-016,2.60031,0,0,-0.000107628,-4.23515,-0.611267,1.98757,-1090.56,864.356,526.082,382.028,382.027,382.028,-20.5961,-84.9817,-7.82046,-1005.32,737.529,67.2736,241.365,241.365,241.365,-87.209,-7.83827,-18.5019,7.30755,0.399776,14.0715,0.0191507,-0.11532,1.5751,4.27231,52.8088,-0.853352,0,0,-0.000184398,9.91055,-2.64625,-28.3943,-0.0510372,-0.108523,0.586244,3.54155,25.1419,2.88717,0,0,-8.2488e-005,6.55344,3.05532,-12.5434,-9.17295,7.31394,-26.4651,-1161.39,808.706,88.3188,428.535,428.535,428.535,-20.5961,-84.9817,-7.82049,-929.116,711.998,63.5585,80.4551,80.4551,80.4551
9,0,8.10686,0,0,8.30904,1.13088,-12.6224,-0.141639,0.0120758,-0.0042897,-17.1359,1.61766e-014,1.46634,0,0,-0.000206523,-0.00252807,7.53791,-8.93018,-1111.13,1060.46,514.509,382.712,382.712,382.712,14.5267,-87.1091,7.29468,-1031.53,1141.06,68.2893,242.017,242.017,242.017,-88.1793,-4.43152,-14.0549,-1.72043,-3.34105,-3.70511,-0.20336,-0.0139057,1.56668,63.5336,6.03333,1.42833,0,0,-0.000266404,3.75713,-1.81667,-10.7609,-0.111764,0.0342333,0.586901,-10.9508,11.9645,1.65797,0,0,-0.000132645,6.55639,-3.0523,12.5392,3.13018,10.888,1.61396,-1193.58,1082.91,87.9362,416.649,416.649,416.649,14.5267,-87.1092,7.29471,-953.316,1160.65,65.803,80.6725,80.6724,80.6725,-3.75384,6.19465,-12.3479,-1078.14,974.495,900.482,168.15,168.15,168.15,3.74359,0,0,3.77966,-1.51331,7.91545,-0.140455,-0.0215157,-0.00664348,-16.9532,-1.09732e-015,2.59859,0,0,-8.97781e-005,-4.22991,-0.610469,1.99232,-1090.6,864.321,526.083,382.022,382.022,382.022,-20.5919,-84.9813,-7.82584,-1005.33,737.53,67.2729,241.365,241.365,241.365,-87.2075,-7.83185,-18.5026,7.3093,0.401939,14.0723,0.019167,-0.115192,1.57511,4.26142,52.7643,-0.85134,0,0,-0.000150116,9.90527,-2.64644,-28.3914,-0.0510198,-0.108452,0.586258,3.54678,25.1255,2.88555,0,0,-9.21585e-005,6.55639,3.0523,-12.5392,-9.16695,7.31079,-26.4571,-1161.39,808.707,88.3242,428.52,428.52,428.52,-20.5919,-84.9813,-7.82585,-929.122,711.997,63.5558,80.4551,80.4551,80.4551
