Model Outputs
100
,,Maciej:LAbsAnkleAngle,,,Maciej:LAnkleAngles,,,Maciej:LAnkleForce,,,Maciej:LAnkleMoment,,,Maciej:LAnklePower,,,Maciej:LFE,,,,,,,,,Maciej:LFO,,,,,,,,,Maciej:LFootProgressAngles,,,Maciej:LHipAngles,,,Maciej:LHipForce,,,Maciej:LHipMoment,,,Maciej:LHipPower,,,Maciej:LKneeAngles,,,Maciej:LKneeForce,,,Maciej:LKneeMoment,,,Maciej:LKneePower,,,Maciej:LPelvisAngles,,,Maciej:LTI,,,,,,,,,Maciej:LTO,,,,,,,,,Maciej:PEL,,,,,,,,,Maciej:RAbsAnkleAngle,,,Maciej:RAnkleAngles,,,Maciej:RAnkleForce,,,Maciej:RAnkleMoment,,,Maciej:RAnklePower,,,Maciej:RFE,,,,,,,,,Maciej:RFO,,,,,,,,,Maciej:RFootProgressAngles,,,Maciej:RHipAngles,,,Maciej:RHipForce,,,Maciej:RHipMoment,,,Maciej:RHipPower,,,Maciej:RKneeAngles,,,Maciej:RKneeForce,,,Maciej:RKneeMoment,,,Maciej:RKneePower,,,Maciej:RPelvisAngles,,,Maciej:RTI,,,,,,,,,Maciej:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,6.52676,0,0,6.57901,0.366666,-7.21123,,,,,,,,,,-0.231198,6.65654,-2.43159,-1121.85,1065.22,515.253,382.281,382.281,382.281,13.8146,-87.2324,7.81873,-1028.79,1140.72,67.6302,241.623,241.623,241.623,-88.176,-3.6362,-13.9162,0.834673,-2.38021,-5.04344,,,,,,,,,,2.59403,-2.36511,-9.4873,,,,,,,,,,7.79787,-2.34042,7.52447,2.93812,8.99095,6.83774,-1190.75,1083.25,87.4934,415.248,415.248,415.248,13.8147,-87.2324,7.81873,-950.651,1160.09,65.1419,80.5408,80.5409,80.5408,-2.84531,7.6319,-7.35255,-1087.34,982.462,899.938,168.15,168.15,168.15,3.16528,0,0,3.17186,-1.03481,3.68405,,,,,,,,,,-4.57252,-0.00758169,6.64607,-1095.34,868.8,525.037,381.096,381.096,381.096,-21.3556,-84.7165,-7.8903,-1008.45,737.567,67.2893,241.183,241.183,241.183,-87.1186,-8.26616,-19.0665,8.27416,-1.17462,13.7832,,,,,,,,,,9.3823,-1.96242,-29.2577,,,,,,,,,,7.79787,2.34042,-7.52447,-9.22647,7.21349,-22.7385,-1163.63,810.326,88.395,427.401,427.401,427.401,-21.3556,-84.7165,-7.8903,-932.563,711.305,63.4697,80.3944,80.3944,80.3944
2,0,6.52911,0,0,6.58103,0.36289,-7.18409,,,,,,,,,,-0.227043,6.65592,-2.39261,-1121.81,1065.22,515.246,382.287,382.287,382.287,13.8166,-87.2311,7.82075,-1028.77,1140.72,67.6263,241.623,241.623,241.623,-88.175,-3.63602,-13.9188,0.83875,-2.3831,-5.04274,,,,,,,,,,2.59665,-2.36462,-9.4782,,,,,,,,,,7.8,-2.34166,7.4848,2.94051,8.99383,6.86771,-1190.74,1083.25,87.4922,415.247,415.247,415.247,13.8167,-87.2311,7.82076,-950.638,1160.1,65.1367,80.5408,80.5408,80.5409,-2.84403,7.63486,-7.31279,-1087.24,982.443,899.932,168.15,168.15,168.15,3.18162,0,0,3.18807,-1.03057,3.6463,,,,,,,,,,-4.56839,0.000998969,6.68551,-1095.24,868.799,525.029,381.09,381.09,381.09,-21.3616,-84.7158,-7.88539,-1008.47,737.574,67.2935,241.183,241.183,241.183,-87.1195,-8.27344,-19.0674,8.26765,-1.17603,13.7832,,,,,,,,,,9.39267,-1.95705,-29.2617,,,,,,,,,,7.8,2.34166,-7.4848,-9.22563,7.23239,-22.7032,-1163.65,810.337,88.3946,427.412,427.412,427.412,-21.3616,-84.7158,-7.88539,-932.583,711.311,63.4751,80.3944,80.3944,80.3944
3,0,6.5315,0,0,6.58303,0.359415,-7.1591,,,,,,,,,,-0.223181,6.65606,-2.35672,-1121.77,1065.22,515.24,382.292,382.293,382.292,13.8185,-87.2299,7.82275,-1028.76,1140.73,67.6226,241.623,241.623,241.623,-88.174,-3.63581,-13.9214,0.842073,-2.38556,-5.04285,,,,,,,,,,2.59855,-2.36408,-9.46993,,,,,,,,,,7.80227,-2.34263,7.449,2.94266,8.99672,6.89541,-1190.72,1083.25,87.4913,415.246,415.246,415.246,13.8185,-87.2299,7.82277,-950.626,1160.11,65.1316,80.5408,80.5409,80.5409,-2.84275,7.63789,-7.27694,-1087.14,982.425,899.926,168.15,168.15,168.15,3.19678,0,0,3.20318,-1.02677,3.6124,,,,,,,,,,-4.56461,0.0090923,6.72139,-1095.13,868.799,525.022,381.085,381.085,381.085,-21.3672,-84.7149,-7.88081,-1008.49,737.581,67.297,241.183,241.183,241.183,-87.1201,-8.28018,-19.0683,8.26181,-1.17741,13.7835,,,,,,,,,,9.40232,-1.95214,-29.2659,,,,,,,,,,7.80227,2.34263,-7.449,-9.225,7.25001,-22.6716,-1163.67,810.347,88.3941,427.422,427.422,427.422,-21.3673,-84.7149,-7.8808,-932.6,711.316,63.4795,80.3944,80.3944,80.3944
4,0,6.53389,0,0,6.5851,0.356186,-7.13588,,,,,,,,,,-0.219659,6.6569,-2.32338,-1121.73,1065.22,515.234,382.298,382.298,382.298,13.8204,-87.2287,7.8246,-1028.75,1140.74,67.619,241.623,241.622,241.622,-88.173,-3.63565,-13.9238,0.844746,-2.38758,-5.04421,,,,,,,,,,2.59992,-2.36363,-9.46232,,,,,,,,,,7.80465,-2.34333,7.41699,2.94467,8.99967,6.92122,-1190.71,1083.25,87.4906,415.245,415.245,415.245,13.8204,-87.2287,7.8246,-950.615,1160.12,65.1267,80.5408,80.5408,80.5409,-2.84144,7.64099,-7.24488,-1087.05,982.41,899.921,168.15,168.15,168.15,3.21088,0,0,3.21718,-1.02337,3.58213,,,,,,,,,,-4.56119,0.0167857,6.75385,-1095.04,868.798,525.016,381.079,381.079,381.079,-21.3724,-84.714,-7.87652,-1008.5,737.586,67.2999,241.183,241.183,241.183,-87.1206,-8.28641,-19.069,8.25652,-1.1788,13.7841,,,,,,,,,,9.41114,-1.9477,-29.27,,,,,,,,,,7.80465,2.34333,-7.41699,-9.22456,7.2664,-22.6433,-1163.68,810.357,88.3936,427.432,427.432,427.432,-21.3724,-84.714,-7.87653,-932.616,711.321,63.483,80.3944,80.3944,80.3944
5,0,6.53625,0,0,6.58719,0.353273,-7.11493,-0.141841,0.0101137,-0.00456863,-17.1363,-6.31977e-015,1.2146,0,0,2.32634e-005,-0.216486,6.65851,-2.29304,-1121.69,1065.22,515.229,382.303,382.303,382.303,13.8221,-87.2275,7.82642,-1028.74,1140.74,67.6158,241.623,241.623,241.623,-88.172,-3.63547,-13.9262,0.846646,-2.38912,-5.04645,-0.182233,-0.00882568,1.56891,53.2414,7.5005,1.20192,0,0,-0.000134067,2.60059,-2.36318,-9.45537,-0.0922453,0.0363424,0.590308,-5.69237,10.9096,1.34518,0,0,-1.74843e-005,7.80717,-2.34373,7.38883,2.94644,9.00266,6.94468,-1190.69,1083.25,87.4901,415.244,415.244,415.244,13.8222,-87.2275,7.82642,-950.606,1160.13,65.1221,80.5409,80.5408,80.5409,-2.8401,7.64414,-7.21669,-1086.96,982.397,899.915,168.15,168.15,168.15,3.22385,0,0,3.23006,-1.02042,3.55586,-0.140197,-0.0227997,-0.00641454,-16.8955,8.81001e-015,2.74253,0,0,0.000492152,-4.55811,0.0239824,6.78271,-1094.95,868.798,525.009,381.074,381.074,381.074,-21.3772,-84.713,-7.87257,-1008.52,737.591,67.3019,241.183,241.183,241.183,-87.1209,-8.29212,-19.0698,8.25187,-1.18019,13.785,-0.0151541,-0.122993,1.57478,12.8523,55.46,-0.72581,0,0,0.000134151,9.41924,-1.94375,-29.2744,-0.0553904,-0.108416,0.58588,3.33576,26.1003,2.97928,0,0,-5.57459e-006,7.80717,2.34373,-7.38883,-9.22438,7.28151,-22.6189,-1163.69,810.365,88.393,427.441,427.441,427.441,-21.3772,-84.713,-7.87258,-932.629,711.325,63.4854,80.3944,80.3945,80.3944
6,0,6.53861,0,0,6.58929,0.350578,-7.09555,-0.141841,0.0101134,-0.00457021,-17.1363,-1.35754e-014,1.21473,0,0,2.75618e-005,-0.213626,6.66083,-2.2654,-1121.65,1065.22,515.224,382.308,382.308,382.308,13.8238,-87.2263,7.82817,-1028.73,1140.75,67.6127,241.623,241.623,241.623,-88.171,-3.63532,-13.9284,0.847856,-2.3902,-5.04982,-0.182309,-0.00870134,1.56891,53.2605,7.53121,1.20226,0,0,-6.71254e-005,2.60065,-2.36279,-9.44944,-0.0922641,0.036376,0.590303,-5.69704,10.9117,1.34552,0,0,-2.36034e-005,7.80979,-2.34385,7.36447,2.94807,9.00566,6.96645,-1190.68,1083.25,87.4897,415.244,415.244,415.244,13.8239,-87.2263,7.82814,-950.597,1160.13,65.1177,80.5409,80.5408,80.5408,-2.83875,7.64731,-7.19228,-1086.87,982.385,899.909,168.15,168.15,168.15,3.23567,0,0,3.24183,-1.01786,3.53314,-0.140195,-0.0228121,-0.00641399,-16.8953,1.07298e-014,2.74422,0,0,0.000439418,-4.55538,0.0307926,6.80813,-1094.86,868.799,525.003,381.069,381.069,381.069,-21.3815,-84.712,-7.86892,-1008.53,737.596,67.3033,241.183,241.183,241.183,-87.121,-8.29732,-19.0704,8.24777,-1.1816,13.7863,-0.0153773,-0.122905,1.57479,12.9474,55.4268,-0.725209,0,0,0.000136733,9.4265,-1.94028,-29.2788,-0.0555507,-0.108433,0.585862,3.29568,26.1106,2.98035,0,0,3.0461e-006,7.80979,2.34385,-7.36447,-9.2244,7.29536,-22.5979,-1163.7,810.372,88.3924,427.449,427.449,427.449,-21.3815,-84.7119,-7.86889,-932.64,711.329,63.487,80.3944,80.3944,80.3944
7,0,6.54096,0,0,6.59143,0.348192,-7.07839,-0.141841,0.0101132,-0.00457199,-17.1362,-4.75353e-015,1.21478,0,0,3.17834e-005,-0.211096,6.6639,-2.24065,-1121.61,1065.22,515.219,382.313,382.313,382.313,13.8254,-87.2252,7.82978,-1028.72,1140.75,67.6098,241.623,241.623,241.622,-88.17,-3.63516,-13.9306,0.84834,-2.39085,-5.05416,-0.182416,-0.00859835,1.56891,53.2845,7.5562,1.20264,0,0,-2.0601e-006,2.60006,-2.3624,-9.44409,-0.0922871,0.0364036,0.590299,-5.70105,10.9131,1.34577,0,0,-2.88976e-005,7.81255,-2.34369,7.34397,2.94948,9.00871,6.98588,-1190.67,1083.25,87.4896,415.243,415.243,415.243,13.8255,-87.2251,7.82982,-950.589,1160.14,65.1135,80.5409,80.5408,80.5409,-2.8374,7.65055,-7.17177,-1086.78,982.375,899.903,168.15,168.15,168.15,3.24637,0,0,3.2525,-1.01573,3.51413,-0.140193,-0.0228235,-0.00641385,-16.8951,-2.22734e-015,2.74558,0,0,0.000387248,-4.55301,0.0371427,6.83001,-1094.78,868.799,524.997,381.064,381.064,381.064,-21.3854,-84.7108,-7.8656,-1008.53,737.6,67.3039,241.183,241.183,241.183,-87.121,-8.30202,-19.071,8.2443,-1.18299,13.7878,-0.0155786,-0.122831,1.57479,13.0341,55.3992,-0.724961,0,0,0.000139092,9.43302,-1.93727,-29.2831,-0.0556931,-0.108454,0.585845,3.26078,26.1205,2.98116,0,0,1.07164e-005,7.81255,2.34369,-7.34397,-9.22463,7.30797,-22.5803,-1163.71,810.379,88.3917,427.457,427.456,427.456,-21.3854,-84.7108,-7.86556,-932.649,711.332,63.4876,80.3944,80.3944,80.3944
8,0,6.54331,0,0,6.59357,0.346054,-7.06301,-0.14184,0.0101133,-0.004574,-17.1363,4.68191e-015,1.21493,0,0,3.64472e-005,-0.208888,6.66765,-2.2186,-1121.57,1065.22,515.215,382.317,382.317,382.317,13.8269,-87.224,7.83135,-1028.71,1140.76,67.607,241.623,241.623,241.623,-88.169,-3.63498,-13.9326,0.848146,-2.39103,-5.05962,-0.182554,-0.00851294,1.5689,53.3173,7.57575,1.20322,0,0,6.36335e-005,2.59887,-2.36204,-9.43953,-0.0923147,0.0364276,0.590294,-5.7063,10.9158,1.34611,0,0,-3.47256e-005,7.81543,-2.34325,7.32727,2.9507,9.01179,7.0034,-1190.66,1083.24,87.4898,415.243,415.243,415.243,13.827,-87.224,7.83136,-950.582,1160.15,65.1094,80.5408,80.5408,80.5408,-2.83601,7.65387,-7.15508,-1086.7,982.367,899.897,168.15,168.15,168.15,3.25598,0,0,3.26204,-1.01403,3.49902,-0.140192,-0.0228339,-0.00641484,-16.8949,2.37004e-015,2.74692,0,0,0.000334573,-4.55098,0.0430464,6.84847,-1094.71,868.8,524.991,381.06,381.06,381.06,-21.3888,-84.7097,-7.86258,-1008.54,737.603,67.3038,241.183,241.183,241.183,-87.1207,-8.3062,-19.0715,8.24142,-1.18441,13.7897,-0.0157647,-0.122774,1.5748,13.116,55.3775,-0.724296,0,0,0.000141712,9.43874,-1.93475,-29.2878,-0.0558212,-0.108479,0.585829,3.22765,26.1296,2.98206,0,0,1.87801e-005,7.81543,2.34325,-7.32727,-9.22509,7.3193,-22.5665,-1163.72,810.384,88.3909,427.463,427.463,427.463,-21.3888,-84.7096,-7.86258,-932.655,711.334,63.4872,80.3944,80.3944,80.3944
9,0,6.54565,0,0,6.59575,0.344175,-7.04949,-0.14184,0.0101134,-0.00457591,-17.1362,-2.3772e-015,1.21496,0,0,4.06531e-005,-0.20706,6.67214,-2.19939,-1121.54,1065.23,515.211,382.322,382.322,382.322,13.8284,-87.2228,7.83281,-1028.71,1140.76,67.6045,241.623,241.622,241.623,-88.168,-3.63484,-13.9345,0.847262,-2.39073,-5.06606,-0.182721,-0.00843927,1.5689,53.3571,7.59333,1.20388,0,0,0.000127896,2.59707,-2.36175,-9.43588,-0.0923443,0.0364496,0.59029,-5.71228,10.9172,1.34631,0,0,-3.99846e-005,7.81844,-2.34251,7.31438,2.95177,9.01491,7.01896,-1190.65,1083.24,87.49,415.243,415.243,415.243,13.8284,-87.2228,7.83284,-950.576,1160.16,65.1055,80.5408,80.5409,80.5409,-2.83459,7.65721,-7.14218,-1086.61,982.361,899.891,168.15,168.15,168.15,3.26443,0,0,3.27048,-1.01274,3.48754,-0.14019,-0.0228433,-0.0064173,-16.8948,1.199e-015,2.74813,0,0,0.000281883,-4.5493,0.0484852,6.86338,-1094.64,868.802,524.985,381.055,381.055,381.055,-21.3919,-84.7084,-7.85987,-1008.55,737.606,67.303,241.183,241.183,241.183,-87.1203,-8.30988,-19.0719,8.23917,-1.18583,13.7919,-0.0159444,-0.122732,1.57481,13.1971,55.3599,-0.723594,0,0,0.000145147,9.44372,-1.93271,-29.2924,-0.0559386,-0.108508,0.585814,3.1979,26.1382,2.9829,0,0,2.64166e-005,7.81844,2.34251,-7.31438,-9.22576,7.32938,-22.5561,-1163.72,810.389,88.3901,427.469,427.469,427.469,-21.3919,-84.7084,-7.85989,-932.659,711.336,63.4858,80.3944,80.3944,80.3944
