Model Outputs
100
,,Tom:LAbsAnkleAngle,,,Tom:LAnkleAngles,,,Tom:LAnkleForce,,,Tom:LAnkleMoment,,,Tom:LAnklePower,,,Tom:LFE,,,,,,,,,Tom:LFO,,,,,,,,,Tom:LFootProgressAngles,,,Tom:LHipAngles,,,Tom:LHipForce,,,Tom:LHipMoment,,,Tom:LHipPower,,,Tom:LKneeAngles,,,Tom:LKneeForce,,,Tom:LKneeMoment,,,Tom:LKneePower,,,Tom:LPelvisAngles,,,Tom:LTI,,,,,,,,,Tom:LTO,,,,,,,,,Tom:PEL,,,,,,,,,Tom:RAbsAnkleAngle,,,Tom:RAnkleAngles,,,Tom:RAnkleForce,,,Tom:RAnkleMoment,,,Tom:RAnklePower,,,Tom:RFE,,,,,,,,,Tom:RFO,,,,,,,,,Tom:RFootProgressAngles,,,Tom:RHipAngles,,,Tom:RHipForce,,,Tom:RHipMoment,,,Tom:RHipPower,,,Tom:RKneeAngles,,,Tom:RKneeForce,,,Tom:RKneeMoment,,,Tom:RKneePower,,,Tom:RPelvisAngles,,,Tom:RTI,,,,,,,,,Tom:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,8.4665,0,0,8.57355,-1.46083,9.03146,,,,,,,,,,8.22628,-2.62558,-91.5567,-681.801,2539.31,476.148,429.854,429.854,429.854,-49.4069,-77.1722,-54.4438,-621.882,2472.13,54.6318,233.837,233.837,233.837,-86.8926,-0.576146,-22.9261,2.48131,-8.86524,2.53927,,,,,,,,,,7.55712,9.73276,-32.4873,,,,,,,,,,5.78732,-1.97759,-0.947962,8.84732,8.08496,-57.6183,-700.719,2618.03,77.6409,390.048,390.048,390.048,-49.4069,-77.1722,-54.4436,-591.518,2400.45,50.7404,77.9457,77.9457,77.9457,3.03551,6.05624,-88.8602,-831.123,2511.57,905.268,195.07,195.07,195.07,5.7725,0,0,7.20823,5.50893,-36.7186,,,,,,,,,,4.70359,11.2574,-43.7917,-988.099,2568.42,511.62,405.556,405.556,405.556,143.982,106.101,150.253,-1030.82,2487.06,66.4367,227.805,227.805,227.805,-86.0872,-0.706733,-15.4424,-2.73541,-6.41834,44.5628,,,,,,,,,,-6.82186,7.96394,-24.2341,,,,,,,,,,5.78732,1.97759,0.947962,9.4024,3.83472,-68.3828,-973.278,2637.63,91.4128,409.126,409.126,409.126,143.982,106.101,150.253,-1051.04,2414.04,61.4421,75.9351,75.9352,75.9352
2,0,8.42533,0,0,8.53289,-1.46649,9.07209,,,,,,,,,,8.22653,-2.61867,-91.4849,-681.804,2539.29,476.148,429.899,429.899,429.899,-49.3752,-77.1434,-54.4436,-621.833,2472.14,54.5142,233.837,233.837,233.837,-86.8509,-0.557645,-22.9407,2.46763,-8.84056,2.49079,,,,,,,,,,7.55808,9.71542,-32.4714,,,,,,,,,,5.77994,-1.95879,-0.972932,8.85029,8.07685,-57.5641,-700.703,2618,77.6334,390.053,390.053,390.053,-49.3752,-77.1434,-54.4436,-591.451,2400.46,50.571,77.9457,77.9457,77.9456,3.04545,6.0347,-88.8367,-831.093,2511.44,905.277,195.07,195.07,195.07,5.7754,0,0,7.21112,5.50711,-36.7108,,,,,,,,,,4.71775,11.2653,-43.7984,-988.077,2568.36,511.621,405.546,405.546,405.546,143.983,106.097,150.258,-1030.82,2487.06,66.4343,227.805,227.805,227.805,-86.0841,-0.707631,-15.4427,-2.76221,-6.43685,44.5293,,,,,,,,,,-6.82632,7.95716,-24.2345,,,,,,,,,,5.77994,1.95879,0.972932,9.40663,3.84192,-68.3907,-973.277,2637.62,91.4183,409.129,409.129,409.129,143.983,106.097,150.258,-1051.04,2414.03,61.4358,75.9351,75.9351,75.9353
3,0,8.39385,0,0,8.50195,-1.47229,9.11374,,,,,,,,,,8.22713,-2.61226,-91.4154,-681.805,2539.27,476.147,429.943,429.943,429.943,-49.3505,-77.1216,-54.4439,-621.792,2472.13,54.4225,233.837,233.837,233.837,-86.819,-0.543996,-22.9519,2.45463,-8.81719,2.44224,,,,,,,,,,7.55938,9.69915,-32.4555,,,,,,,,,,5.77336,-1.94063,-0.995563,8.85352,8.06936,-57.512,-700.688,2617.97,77.6259,390.057,390.057,390.057,-49.3505,-77.1216,-54.4438,-591.396,2400.47,50.4397,77.9457,77.9457,77.9457,3.0554,6.01435,-88.8155,-831.066,2511.31,905.285,195.07,195.07,195.07,5.77846,0,0,7.21437,5.50588,-36.7054,,,,,,,,,,4.73215,11.2726,-43.7999,-988.056,2568.31,511.623,405.534,405.534,405.534,143.984,106.096,150.263,-1030.81,2487.05,66.4336,227.805,227.805,227.805,-86.0814,-0.708727,-15.442,-2.78762,-6.45457,44.5033,,,,,,,,,,-6.83108,7.9496,-24.2365,,,,,,,,,,5.77336,1.94063,0.995563,9.41071,3.84883,-68.3951,-973.277,2637.62,91.4246,409.132,409.132,409.132,143.984,106.096,150.263,-1051.03,2414.03,61.4316,75.9351,75.9352,75.9351
4,0,8.37181,0,0,8.48065,-1.47821,9.15621,,,,,,,,,,8.22805,-2.60645,-91.3477,-681.806,2539.24,476.144,429.987,429.987,429.987,-49.3328,-77.1068,-54.4446,-621.759,2472.13,54.3563,233.837,233.837,233.837,-86.7967,-0.535163,-22.9598,2.44247,-8.79514,2.39323,,,,,,,,,,7.56126,9.68393,-32.4391,,,,,,,,,,5.76761,-1.92314,-1.01585,8.85702,8.06254,-57.462,-700.672,2617.95,77.6182,390.061,390.061,390.061,-49.3328,-77.1067,-54.4445,-591.353,2400.47,50.3458,77.9457,77.9457,77.9458,3.06536,5.99526,-88.7966,-831.043,2511.19,905.292,195.07,195.07,195.07,5.78157,0,0,7.21811,5.50542,-36.7034,,,,,,,,,,4.7469,11.2792,-43.7962,-988.037,2568.26,511.627,405.521,405.521,405.521,143.985,106.097,150.266,-1030.81,2487.05,66.4348,227.805,227.805,227.806,-86.079,-0.710037,-15.4402,-2.81166,-6.47153,44.485,,,,,,,,,,-6.83627,7.9412,-24.2392,,,,,,,,,,5.76761,1.92314,1.01585,9.41457,3.85536,-68.395,-973.28,2637.61,91.4317,409.136,409.136,409.136,143.985,106.097,150.266,-1051.03,2414.03,61.4297,75.9351,75.9351,75.9351
5,0,8.35886,0,0,8.46857,-1.48424,9.19948,-0.144214,0.0035597,-0.00752353,-17.3165,-1.02363e-014,0.244689,0,0,-0.000309434,8.22926,-2.60126,-91.2818,-681.805,2539.21,476.141,430.029,430.029,430.029,-49.3217,-77.0986,-54.4457,-621.733,2472.11,54.3143,233.837,233.837,233.837,-86.7835,-0.530952,-22.9646,2.43113,-8.77445,2.34394,-0.0977687,0.185518,1.56547,37.9063,51.9542,-1.53482,0,0,-0.00131734,7.56373,9.66976,-32.4222,-0.112717,0.0376017,0.588474,-9.30472,5.76651,0.27817,0,0,3.75177e-005,5.76268,-1.90632,-1.03389,8.86082,8.05639,-57.414,-700.658,2617.92,77.6106,390.064,390.064,390.064,-49.3217,-77.0986,-54.4457,-591.321,2400.45,50.2875,77.9456,77.9457,77.9458,3.07535,5.97745,-88.7798,-831.022,2511.06,905.298,195.07,195.07,195.07,5.78473,0,0,7.22212,5.50549,-36.7037,-0.142027,-0.00454588,-0.00976578,-16.1966,-4.73351e-015,0.47253,0,0,9.16636e-005,4.76193,11.2853,-43.7878,-988.019,2568.21,511.633,405.507,405.507,405.507,143.987,106.099,150.269,-1030.81,2487.05,66.4374,227.805,227.805,227.805,-86.077,-0.711546,-15.4375,-2.83433,-6.48765,44.4737,-0.334852,0.00826883,1.54514,92.9427,-8.26883,-1.37085,0,0,0.00435683,-6.84179,7.932,-24.2436,-0.0855344,0.0548609,0.590439,-7.61798,-3.51318,0.139793,0,0,-0.000158485,5.76268,1.90632,1.03389,9.41821,3.86158,-68.3917,-973.285,2637.61,91.4395,409.14,409.14,409.14,143.987,106.099,150.269,-1051.02,2414.02,61.4296,75.9351,75.9351,75.9351
6,0,8.35391,0,0,8.46462,-1.49025,9.2426,-0.143771,0.00371094,-0.00747021,-17.1778,-2.62013e-015,0.290274,0,0,-9.61199e-005,8.23088,-2.5965,-91.2186,-681.804,2539.18,476.136,430.07,430.07,430.07,-49.3165,-77.0963,-54.4472,-621.714,2472.09,54.2938,233.837,233.837,233.837,-86.7784,-0.530806,-22.9665,2.42051,-8.75506,2.29499,-0.0977918,0.185498,1.56503,38.0287,51.9885,-1.50864,0,0,-0.00123276,7.56647,9.65671,-32.4051,-0.112522,0.0377726,0.588074,-9.37852,5.83933,0.323082,0,0,4.49236e-005,5.75859,-1.89018,-1.04965,8.86482,8.05094,-57.3687,-700.644,2617.89,77.603,390.067,390.067,390.067,-49.3165,-77.0962,-54.4472,-591.3,2400.43,50.2607,77.9457,77.9457,77.9457,3.08535,5.9609,-88.7652,-831.005,2510.94,905.303,195.07,195.07,195.07,5.78804,0,0,7.22655,5.50627,-36.7071,-0.141981,-0.00447248,-0.00954544,-16.1891,4.18177e-015,0.476402,0,0,9.27666e-005,4.77719,11.2907,-43.7746,-988.002,2568.17,511.639,405.491,405.491,405.491,143.988,106.104,150.271,-1030.81,2487.05,66.4416,227.805,227.805,227.806,-86.0752,-0.713229,-15.434,-2.85562,-6.50302,44.4695,-0.33479,0.0083533,1.54497,92.676,-8.15005,-1.33639,0,0,0.00409581,-6.8477,7.92208,-24.2487,-0.0850107,0.0547638,0.590341,-7.4525,-3.49729,0.144426,0,0,-0.000165716,5.75859,1.89018,1.04965,9.42172,3.86741,-68.3844,-973.292,2637.62,91.448,409.146,409.145,409.145,143.988,106.103,150.271,-1051.02,2414.02,61.4315,75.9352,75.9352,75.935
7,0,8.35564,0,0,8.4674,-1.49622,9.28542,-0.143251,0.00385495,-0.0077378,-17.0134,-5.35128e-015,0.34082,0,0,6.58856e-005,8.23281,-2.59224,-91.158,-681.802,2539.15,476.13,430.11,430.11,430.11,-49.316,-77.0986,-54.4492,-621.701,2472.06,54.2907,233.837,233.837,233.837,-86.7798,-0.533993,-22.966,2.41069,-8.73706,2.24642,-0.0985265,0.185067,1.56459,38.643,51.777,-1.49872,0,0,-0.00112945,7.56963,9.64478,-32.3879,-0.112988,0.0380323,0.587537,-9.66184,5.94165,0.372519,0,0,4.83982e-005,5.75534,-1.87478,-1.06304,8.8691,8.04619,-57.3259,-700.63,2617.86,77.5954,390.07,390.07,390.07,-49.316,-77.0987,-54.4492,-591.288,2400.4,50.2594,77.9457,77.9457,77.9456,3.09531,5.94571,-88.7529,-830.991,2510.82,905.307,195.07,195.07,195.07,5.79135,0,0,7.23116,5.50748,-36.7123,-0.14192,-0.00453064,-0.00960405,-16.1791,-3.74996e-015,0.497335,0,0,9.31794e-005,4.79256,11.2956,-43.7573,-987.987,2568.13,511.647,405.473,405.473,405.473,143.99,106.109,150.273,-1030.81,2487.05,66.4469,227.805,227.805,227.806,-86.0738,-0.714995,-15.4299,-2.87538,-6.51755,44.4719,-0.335089,0.00860026,1.54474,92.7611,-8.2747,-1.32208,0,0,0.00384251,-6.85393,7.91158,-24.2556,-0.0851821,0.054785,0.59019,-7.48641,-3.52367,0.166043,0,0,-0.000174872,5.75534,1.87478,1.06304,9.425,3.87284,-68.3747,-973.301,2637.62,91.4568,409.151,409.151,409.151,143.99,106.109,150.273,-1051.01,2414.02,61.4349,75.9351,75.9351,75.9351
8,0,8.3622,0,0,8.47506,-1.50198,9.3267,-0.142654,0.00407334,-0.00752028,-16.8331,-5.0991e-016,0.404078,0,0,0.000174158,8.23516,-2.58837,-91.1006,-681.799,2539.11,476.124,430.148,430.149,430.148,-49.319,-77.1042,-54.4517,-621.693,2472.03,54.2999,233.837,233.837,233.837,-86.7858,-0.539536,-22.9637,2.40162,-8.72044,2.19891,-0.0988653,0.184895,1.56407,38.8935,51.7872,-1.46207,0,0,-0.00103525,7.57311,9.63402,-32.3706,-0.112875,0.0382577,0.587029,-9.74319,6.04002,0.434267,0,0,5.23569e-005,5.75294,-1.86015,-1.07418,8.87369,8.04225,-57.2863,-700.618,2617.84,77.5881,390.073,390.073,390.073,-49.319,-77.1043,-54.4517,-591.283,2400.37,50.2759,77.9457,77.9456,77.9457,3.10529,5.93184,-88.7427,-830.981,2510.71,905.31,195.07,195.07,195.07,5.79452,0,0,7.23588,5.50918,-36.7198,-0.141876,-0.00448453,-0.00957264,-16.1704,-7.87346e-015,0.507482,0,0,9.0404e-005,4.80803,11.3,-43.7368,-987.973,2568.1,511.657,405.455,405.455,405.455,143.992,106.115,150.274,-1030.81,2487.05,66.4528,227.805,227.805,227.805,-86.0727,-0.716882,-15.4255,-2.89372,-6.53118,44.4797,-0.334965,0.00874933,1.54444,92.5488,-8.31561,-1.29914,0,0,0.00355994,-6.86046,7.90054,-24.2632,-0.0849154,0.0548467,0.590037,-7.40444,-3.56635,0.176845,0,0,-0.000180105,5.75294,1.86015,1.07418,9.42802,3.87783,-68.3625,-973.311,2637.63,91.4656,409.157,409.157,409.157,143.992,106.115,150.274,-1051,2414.02,61.4393,75.9351,75.9352,75.9351
9,0,8.37142,0,0,8.48533,-1.5074,9.36553,-0.142203,0.00425982,-0.00790486,-16.6751,-6.36079e-015,0.462708,0,0,0.00022919,8.23798,-2.58472,-91.0474,-681.797,2539.07,476.117,430.185,430.185,430.185,-49.3237,-77.1115,-54.4544,-621.689,2472,54.3156,233.837,233.837,233.837,-86.794,-0.546271,-22.9604,2.3932,-8.70525,2.15332,-0.0997407,0.184354,1.56381,39.6024,51.5255,-1.45226,0,0,-0.000923928,7.57648,9.62449,-32.3539,-0.113474,0.0385142,0.586575,-10.0705,6.16356,0.491364,0,0,5.1379e-005,5.75139,-1.84636,-1.08307,8.87841,8.03902,-57.25,-700.607,2617.82,77.5813,390.076,390.076,390.076,-49.3237,-77.1115,-54.4545,-591.283,2400.34,50.3017,77.9457,77.9456,77.9455,3.11515,5.9194,-88.7347,-830.974,2510.6,905.312,195.07,195.07,195.07,5.79766,0,0,7.24066,5.51127,-36.7288,-0.141794,-0.00441424,-0.00936548,-16.1569,3.33245e-015,0.515189,0,0,8.52425e-005,4.82343,11.3038,-43.714,-987.961,2568.07,511.667,405.435,405.435,405.435,143.994,106.122,150.274,-1030.81,2487.05,66.4591,227.805,227.805,227.805,-86.0717,-0.718784,-15.4209,-2.91053,-6.54386,44.4922,-0.334734,0.00888136,1.54406,92.1701,-8.22845,-1.25989,0,0,0.00325669,-6.86716,7.88917,-24.2714,-0.0843142,0.0547988,0.589841,-7.22629,-3.57135,0.185268,0,0,-0.000180152,5.75139,1.84636,1.08307,9.43091,3.88236,-68.3486,-973.322,2637.63,91.4742,409.164,409.165,409.165,143.994,106.122,150.275,-1051,2414.03,61.4442,75.9351,75.9352,75.9351
