Model Outputs
100
,,Tom:LAbsAnkleAngle,,,Tom:LAnkleAngles,,,Tom:LAnkleForce,,,Tom:LAnkleMoment,,,Tom:LAnklePower,,,Tom:LFE,,,,,,,,,Tom:LFO,,,,,,,,,Tom:LFootProgressAngles,,,Tom:LHipAngles,,,Tom:LHipForce,,,Tom:LHipMoment,,,Tom:LHipPower,,,Tom:LKneeAngles,,,Tom:LKneeForce,,,Tom:LKneeMoment,,,Tom:LKneePower,,,Tom:LPelvisAngles,,,Tom:LTI,,,,,,,,,Tom:LTO,,,,,,,,,Tom:PEL,,,,,,,,,Tom:RAbsAnkleAngle,,,Tom:RAnkleAngles,,,Tom:RAnkleForce,,,Tom:RAnkleMoment,,,Tom:RAnklePower,,,Tom:RFE,,,,,,,,,Tom:RFO,,,,,,,,,Tom:RFootProgressAngles,,,Tom:RHipAngles,,,Tom:RHipForce,,,Tom:RHipMoment,,,Tom:RHipPower,,,Tom:RKneeAngles,,,Tom:RKneeForce,,,Tom:RKneeMoment,,,Tom:RKneePower,,,Tom:RPelvisAngles,,,Tom:RTI,,,,,,,,,Tom:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,5.90025,0,0,5.93069,0.565849,-5.79702,,,,,,,,,,1.81592,11.202,72.1777,-856.935,-1514.11,506.736,429.366,429.365,429.366,87.6689,-49.0917,88.8388,-941.767,-1440.72,79.8168,235.565,235.565,235.565,-86.8776,-1.856,-28.14,3.47819,-4.7018,-1.71358,,,,,,,,,,1.08003,11.3682,-39.1268,,,,,,,,,,9.70048,6.09998,18.4032,-7.14895,8.30109,112.158,-848.929,-1579.73,102.25,393.254,393.254,393.254,87.6689,-49.0917,88.8388,-978.8,-1371.58,76.0454,78.5217,78.5217,78.5217,-4.58871,11.3143,70.8295,-694.467,-1510.24,924.256,195.07,195.07,195.07,-0.912193,0,0,-1.00263,3.06525,-24.5186,,,,,,,,,,-8.96177,-0.967855,106.068,-555.852,-1569.92,523.02,400.415,400.415,400.415,45.8902,-79.8426,52.2204,-474.233,-1440.37,85.8656,227.668,227.668,227.668,-87.6574,-2.19409,-26.9475,9.56155,-10.2669,35.2548,,,,,,,,,,-4.99906,6.27188,-18.897,,,,,,,,,,9.70048,-6.09998,-18.4032,-0.193536,1.30793,87.5457,-561.198,-1576.81,105.7,400.411,400.411,400.411,45.8901,-79.8426,52.2204,-439.842,-1372.78,83.1005,75.8892,75.8892,75.8891
2,0,5.77775,0,0,5.80366,0.512343,-5.40678,,,,,,,,,,1.88156,11.2154,72.4858,-856.662,-1514.82,506.741,429.492,429.492,429.492,87.6906,-49.0994,88.8587,-941.878,-1440.55,79.8113,235.565,235.565,235.565,-86.8909,-1.84447,-28.1616,3.55301,-4.72809,-1.73642,,,,,,,,,,1.04253,11.314,-39.2428,,,,,,,,,,9.74431,6.10232,18.1107,-6.99942,8.24321,112.575,-848.99,-1579.54,102.214,393.143,393.143,393.143,87.6906,-49.0994,88.8587,-978.937,-1371.42,76.0566,78.5217,78.5216,78.5217,-4.59871,11.3614,71.1166,-693.812,-1510.62,924.287,195.07,195.07,195.07,-0.876775,0,0,-0.966026,3.11945,-24.8232,,,,,,,,,,-8.97632,-0.869612,106.461,-555.281,-1570.18,522.963,400.423,400.423,400.423,45.9365,-79.8222,52.2307,-474.299,-1440.56,85.8886,227.668,227.668,227.668,-87.6621,-2.17375,-26.9089,9.49452,-10.2862,35.3508,,,,,,,,,,-5.10108,6.26109,-18.9508,,,,,,,,,,9.74431,-6.10232,-18.1107,-0.131682,1.36723,87.8869,-561.166,-1577.06,105.719,400.341,400.342,400.342,45.9365,-79.8222,52.2308,-439.953,-1372.94,83.1281,75.8892,75.8892,75.8891
3,0,5.66152,0,0,5.68348,0.460653,-5.02931,,,,,,,,,,1.948,11.2264,72.7951,-856.4,-1515.5,506.74,429.618,429.618,429.618,87.7109,-49.1085,88.8775,-941.985,-1440.39,79.8061,235.565,235.565,235.565,-86.9041,-1.83262,-28.1812,3.62645,-4.75462,-1.76519,,,,,,,,,,1.01247,11.2628,-39.3417,,,,,,,,,,9.78541,6.10245,17.8234,-6.85643,8.18832,112.978,-849.052,-1579.35,102.178,393.035,393.035,393.035,87.7109,-49.1085,88.8776,-979.068,-1371.27,76.0681,78.5217,78.5217,78.5216,-4.60807,11.4047,71.399,-693.182,-1511,924.317,195.07,195.07,195.07,-0.835251,0,0,-0.92259,3.17445,-25.1308,,,,,,,,,,-8.98611,-0.779752,106.838,-554.732,-1570.39,522.905,400.431,400.431,400.431,45.98,-79.8051,52.2404,-474.362,-1440.74,85.9147,227.668,227.668,227.668,-87.6683,-2.15641,-26.8729,9.43238,-10.3019,35.4376,,,,,,,,,,-5.18822,6.25367,-18.9883,,,,,,,,,,9.78541,-6.10245,-17.8234,-0.0761855,1.42955,88.2285,-561.139,-1577.3,105.738,400.274,400.274,400.274,45.98,-79.8051,52.2404,-440.059,-1373.1,83.1606,75.8892,75.8892,75.8892
4,0,5.55176,0,0,5.57027,0.410834,-4.66508,,,,,,,,,,2.01516,11.2351,73.1051,-856.148,-1516.14,506.731,429.742,429.742,429.742,87.7299,-49.119,88.8951,-942.087,-1440.23,79.8016,235.565,235.565,235.565,-86.9173,-1.82072,-28.199,3.69853,-4.78135,-1.79953,,,,,,,,,,0.989903,11.2146,-39.4235,,,,,,,,,,9.82379,6.10042,17.5415,-6.72007,8.13651,113.365,-849.113,-1579.17,102.143,392.929,392.929,392.929,87.7299,-49.119,88.8951,-979.191,-1371.13,76.0801,78.5217,78.5217,78.5217,-4.61681,11.4443,71.6765,-692.577,-1511.35,924.344,195.07,195.07,195.07,-0.787777,0,0,-0.872369,3.23012,-25.4405,,,,,,,,,,-8.99103,-0.698478,107.2,-554.204,-1570.53,522.847,400.438,400.438,400.438,46.0206,-79.791,52.2493,-474.423,-1440.91,85.9436,227.668,227.668,227.668,-87.6758,-2.14183,-26.8397,9.37527,-10.314,35.5143,,,,,,,,,,-5.26032,6.24994,-19.0096,,,,,,,,,,9.82379,-6.10042,-17.5415,-0.0270975,1.4949,88.5696,-561.118,-1577.53,105.755,400.208,400.208,400.208,46.0206,-79.791,52.2493,-440.159,-1373.25,83.1975,75.8892,75.8892,75.8892
5,0,5.44834,0,0,5.46386,0.362806,-4.31358,-0.141834,0.00816176,-0.00803661,-16.712,6.73747e-015,0.853595,0,0,-0.00344594,2.08301,11.2413,73.4161,-855.906,-1516.75,506.716,429.865,429.865,429.865,87.7477,-49.1307,88.9114,-942.184,-1440.09,79.7974,235.565,235.565,235.565,-86.9305,-1.80891,-28.2149,3.76926,-4.8082,-1.83971,-0.169469,0.241043,1.54458,55.8141,67.6037,-0.960901,0,0,-0.00406659,0.974753,11.1692,-39.4885,-0.0806199,0.0273671,0.590715,-5.13666,8.04351,0.864083,0,0,0.000105563,9.85943,6.09629,17.265,-6.59023,8.08784,113.737,-849.174,-1579.01,102.109,392.824,392.824,392.824,87.7477,-49.1306,88.9113,-979.307,-1370.99,76.0924,78.5217,78.5216,78.5216,-4.62487,11.4803,71.9491,-691.997,-1511.69,924.369,195.07,195.07,195.07,-0.734476,0,0,-0.815465,3.28647,-25.7523,-0.142112,-0.00724787,-0.00387494,-16.2279,-7.37426e-015,0.981738,0,0,0.00158423,-8.99131,-0.625767,107.546,-553.697,-1570.62,522.789,400.444,400.444,400.444,46.0583,-79.7799,52.2574,-474.482,-1441.08,85.975,227.668,227.668,227.668,-87.6845,-2.12992,-26.8093,9.32316,-10.3228,35.5813,-0.10623,-0.121567,1.57249,11.4102,43.8549,1.96385,0,0,-0.00107802,-5.31763,6.25015,-19.015,0.00862235,0.017301,0.598197,13.5031,4.25308,-0.0507264,0,0,0.000947527,9.85943,-6.09629,-17.265,0.0156386,1.56328,88.9102,-561.101,-1577.74,105.77,400.145,400.145,400.145,46.0583,-79.7799,52.2575,-440.254,-1373.4,83.2385,75.8892,75.8892,75.8892
6,0,5.35131,0,0,5.36425,0.316583,-3.97498,-0.141816,0.00807031,-0.00795729,-16.7112,-1.31324e-015,0.855472,0,0,-0.00324416,2.15155,11.2451,73.7284,-855.675,-1517.32,506.694,429.987,429.987,429.987,87.7644,-49.1433,88.9264,-942.276,-1439.95,79.7936,235.565,235.565,235.565,-86.9438,-1.79735,-28.2291,3.83859,-4.83515,-1.88589,-0.167605,0.242771,1.5445,55.0176,68.2228,-0.893114,0,0,-0.00380963,0.967037,11.1265,-39.5366,-0.079301,0.0276822,0.590798,-4.77213,7.99412,0.868109,0,0,0.000202251,9.89228,6.09013,16.9938,-6.46685,8.04237,114.094,-849.233,-1578.85,102.075,392.721,392.721,392.721,87.7644,-49.1433,88.9265,-979.416,-1370.86,76.1051,78.5217,78.5218,78.5217,-4.63224,11.5125,72.2169,-691.442,-1512.01,924.392,195.07,195.07,195.07,-0.675569,0,0,-0.752053,3.34339,-26.0656,-0.142051,-0.00724624,-0.00383238,-16.2106,-6.55428e-015,0.965035,0,0,0.00172239,-8.98709,-0.56168,107.877,-553.212,-1570.65,522.73,400.449,400.449,400.449,46.0933,-79.7714,52.2648,-474.539,-1441.23,86.0084,227.668,227.668,227.668,-87.6943,-2.12043,-26.7815,9.27603,-10.3284,35.6386,-0.108156,-0.12034,1.57254,12.2239,43.5381,1.93178,0,0,-0.00105909,-5.36032,6.25455,-19.0049,0.00812589,0.0175801,0.598178,13.4025,4.23415,-0.0756702,0,0,0.000597885,9.89228,-6.09013,-16.9938,0.0520618,1.63467,89.2498,-561.089,-1577.95,105.785,400.084,400.084,400.084,46.0933,-79.7714,52.2648,-440.344,-1373.54,83.2829,75.8892,75.8892,75.8892
7,0,5.26064,0,0,5.27134,0.272132,-3.6491,-0.141795,0.00799473,-0.00783245,-16.7085,7.20773e-015,0.862525,0,0,-0.00304786,2.22066,11.2465,74.0418,-855.454,-1517.86,506.666,430.108,430.108,430.108,87.7803,-49.1567,88.9401,-942.363,-1439.81,79.79,235.565,235.565,235.565,-86.9572,-1.78617,-28.2419,3.90648,-4.86208,-1.93805,-0.165195,0.244639,1.54451,53.9949,68.919,-0.809632,0,0,-0.00353221,0.966605,11.0864,-39.5682,-0.0777396,0.0278851,0.590927,-4.34499,7.92344,0.877567,0,0,0.000291326,9.92235,6.08198,16.7279,-6.34995,8.00007,114.437,-849.292,-1578.7,102.041,392.62,392.621,392.62,87.7803,-49.1566,88.9401,-979.519,-1370.74,76.1181,78.5217,78.5217,78.5216,-4.63887,11.5412,72.4799,-690.912,-1512.32,924.413,195.07,195.07,195.07,-0.61133,0,0,-0.682391,3.40068,-26.3793,-0.141993,-0.00725121,-0.00387988,-16.192,-2.69903e-015,0.941954,0,0,0.00184725,-8.97865,-0.506105,108.193,-552.747,-1570.62,522.672,400.452,400.452,400.452,46.1257,-79.7652,52.2715,-474.594,-1441.38,86.0433,227.668,227.668,227.668,-87.705,-2.11305,-26.756,9.23374,-10.3311,35.6863,-0.110841,-0.119065,1.57248,13.4531,43.1632,1.8801,0,0,-0.0010117,-5.38879,6.26335,-18.9806,0.00706611,0.0177785,0.59814,13.2037,4.21729,-0.106014,0,0,0.000260555,9.92235,-6.08198,-16.7279,0.0822658,1.70906,89.5876,-561.081,-1578.14,105.798,400.025,400.025,400.025,46.1257,-79.7653,52.2715,-440.429,-1373.67,83.3297,75.8892,75.8892,75.8893
8,0,5.17622,0,0,5.18502,0.229367,-3.33536,-0.141782,0.00789774,-0.00755954,-16.7052,2.13321e-015,0.869553,0,0,-0.00285622,2.2904,11.2453,74.3573,-855.244,-1518.36,506.632,430.227,430.227,430.227,87.7955,-49.1706,88.9526,-942.446,-1439.69,79.7864,235.565,235.565,235.565,-86.9708,-1.77548,-28.2534,3.97292,-4.88896,-1.997,-0.162745,0.246568,1.54466,52.9241,69.6648,-0.718342,0,0,-0.00325591,0.973567,11.0488,-39.5833,-0.0761454,0.0280739,0.591133,-3.86622,7.83993,0.887239,0,0,0.000369262,9.94957,6.07191,16.4674,-6.23934,7.961,114.766,-849.349,-1578.57,102.007,392.521,392.521,392.521,87.7955,-49.1705,88.9526,-979.616,-1370.62,76.1313,78.5217,78.5216,78.5216,-4.64476,11.5661,72.738,-690.408,-1512.61,924.432,195.07,195.07,195.07,-0.542156,0,0,-0.606844,3.45825,-26.6928,-0.141927,-0.00726328,-0.00387011,-16.1709,-4.39966e-015,0.913395,0,0,0.00195653,-8.96645,-0.458838,108.495,-552.302,-1570.54,522.613,400.455,400.455,400.455,46.1558,-79.7611,52.2777,-474.646,-1441.52,86.079,227.668,227.668,227.668,-87.7163,-2.10752,-26.7326,9.19604,-10.3313,35.7255,-0.113664,-0.118008,1.57246,14.8168,42.8755,1.82599,0,0,-0.000966342,-5.40378,6.27667,-18.9434,0.00585122,0.01783,0.598162,13.0155,4.23273,-0.140772,0,0,-5.17406e-005,9.94957,-6.07191,-16.4674,0.106443,1.78635,89.9234,-561.077,-1578.32,105.809,399.969,399.969,399.969,46.1558,-79.7611,52.2777,-440.509,-1373.8,83.3782,75.8892,75.8892,75.8892
9,0,5.09783,0,0,5.10501,0.188137,-3.03267,-0.141791,0.00782212,-0.00752363,-16.702,3.76286e-016,0.880983,0,0,-0.00267492,2.3607,11.2417,74.6751,-855.044,-1518.83,506.591,430.345,430.345,430.345,87.8102,-49.1848,88.9641,-942.525,-1439.57,79.7828,235.565,235.565,235.565,-86.9844,-1.76528,-28.264,4.03791,-4.91564,-2.06306,-0.160862,0.24818,1.54494,52.2109,70.2068,-0.643568,0,0,-0.00304127,0.987704,11.0133,-39.5831,-0.0751034,0.0283334,0.591344,-3.52618,7.76301,0.901498,0,0,0.000432285,9.97397,6.06002,16.2121,-6.13483,7.92507,115.082,-849.405,-1578.43,101.972,392.424,392.424,392.424,87.8102,-49.1847,88.9641,-979.707,-1370.5,76.1444,78.5217,78.5217,78.5216,-4.64983,11.5875,72.9912,-689.929,-1512.89,924.449,195.07,195.07,195.07,-0.468565,0,0,-0.525921,3.51584,-27.0046,-0.141876,-0.00727372,-0.00389976,-16.15,1.53747e-015,0.880291,0,0,0.00204799,-8.95108,-0.419507,108.784,-551.876,-1570.41,522.555,400.457,400.457,400.457,46.1842,-79.7583,52.2837,-474.697,-1441.66,86.1148,227.668,227.668,227.668,-87.7279,-2.10348,-26.7106,9.1626,-10.3293,35.7571,-0.117095,-0.116919,1.57236,16.505,42.5342,1.76095,0,0,-0.000907393,-5.40618,6.29454,-18.8953,0.0041975,0.0178212,0.598187,12.7776,4.2544,-0.179161,0,0,-0.000332642,9.97397,-6.06002,-16.2121,0.124787,1.86639,90.2561,-561.074,-1578.49,105.82,399.915,399.915,399.915,46.1841,-79.7583,52.2837,-440.586,-1373.92,83.4272,75.8892,75.8892,75.8891
10,0,5.0253,0,0,5.03106,0.148378,-2.74064,-0.141773,0.00778339,-0.00722457,-16.6927,3.65184e-015,0.897295,0,0,-0.00250575,2.43144,11.2356,74.9955,-854.854,-1519.27,506.544,430.462,430.462,430.462,87.8247,-49.1991,88.9748,-942.6,-1439.45,79.779,235.565,235.565,235.565,-86.9981,-1.75554,-28.2739,4.10123,-4.94202,-2.13651,-0.158922,0.250062,1.54539,51.4237,70.9578,-0.552561,0,0,-0.00281164,1.00872,10.9799,-39.5679,-0.0738276,0.0286955,0.591624,-3.07239,7.70901,0.920777,0,0,0.000486087,9.99548,6.04635,15.9622,-6.03631,7.89219,115.387,-849.458,-1578.31,101.937,392.328,392.327,392.328,87.8247,-49.199,88.9748,-979.794,-1370.39,76.1575,78.5217,78.5216,78.5217,-4.65399,11.6053,73.2397,-689.476,-1513.15,924.464,195.07,195.07,195.07,-0.391169,0,0,-0.440263,3.57319,-27.3134,-0.141836,-0.00726796,-0.00396094,-16.1288,7.44246e-016,0.844772,0,0,0.00211973,-8.9332,-0.387601,109.061,-551.466,-1570.22,522.498,400.458,400.458,400.458,46.2112,-79.7564,52.2899,-474.747,-1441.78,86.15,227.668,227.668,227.668,-87.7396,-2.10056,-26.6895,9.13283,-10.3258,35.7823,-0.12104,-0.115551,1.57231,18.4222,42.0507,1.68948,0,0,-0.000837847,-5.3972,6.31683,-18.8384,0.00221843,0.017893,0.598257,12.5176,4.2552,-0.219009,0,0,-0.000575304,9.99548,-6.04635,-15.9622,0.137649,1.9489,90.5851,-561.072,-1578.65,105.829,399.865,399.865,399.865,46.2112,-79.7565,52.2899,-440.661,-1374.03,83.4757,75.8892,75.8892,75.8892
