Model Outputs
100
,,Tom:LAbsAnkleAngle,,,Tom:LAnkleAngles,,,Tom:LAnkleForce,,,Tom:LAnkleMoment,,,Tom:LAnklePower,,,Tom:LFE,,,,,,,,,Tom:LFO,,,,,,,,,Tom:LFootProgressAngles,,,Tom:LHipAngles,,,Tom:LHipForce,,,Tom:LHipMoment,,,Tom:LHipPower,,,Tom:LKneeAngles,,,Tom:LKneeForce,,,Tom:LKneeMoment,,,Tom:LKneePower,,,Tom:LPelvisAngles,,,Tom:LTI,,,,,,,,,Tom:LTO,,,,,,,,,Tom:PEL,,,,,,,,,Tom:RAbsAnkleAngle,,,Tom:RAnkleAngles,,,Tom:RAnkleForce,,,Tom:RAnkleMoment,,,Tom:RAnklePower,,,Tom:RFE,,,,,,,,,Tom:RFO,,,,,,,,,Tom:RFootProgressAngles,,,Tom:RHipAngles,,,Tom:RHipForce,,,Tom:RHipMoment,,,Tom:RHipPower,,,Tom:RKneeAngles,,,Tom:RKneeForce,,,Tom:RKneeMoment,,,Tom:RKneePower,,,Tom:RPelvisAngles,,,Tom:RTI,,,,,,,,,Tom:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,7.10552,0,0,7.14096,-1.00005,5.69543,,,,,,,,,,-11.1255,9.20113,177.979,-846.403,1203.87,499.61,416.401,416.401,416.401,130.435,32.822,141.936,-904.937,1128.74,61.3842,236.042,236.042,236.042,-85.5146,-1.59959,-24.7046,-2.33978,-6.1228,0.14777,,,,,,,,,,4.52968,7.3121,-31.0708,,,,,,,,,,4.85679,-0.174451,0.910861,-22.1245,3.55343,209.249,-760.884,1213.13,87.659,404.236,404.236,404.236,130.435,32.822,141.936,-976.197,1095.86,55.7942,78.6807,78.6807,78.6807,-7.58632,-0.332748,178.936,-896.055,1344.81,910.995,195.07,195.07,195.07,6.1341,0,0,7.57748,5.31666,-35.8717,,,,,,,,,,-29.8459,-5.62089,220.035,-808.857,1495.68,525.647,398.76,398.76,398.76,111.329,-22.4536,121.753,-872.755,1546.95,71.9272,227.202,227.202,227.202,-84.9575,-0.436768,-20.5239,-7.54186,-7.63577,42.5742,,,,,,,,,,-8.23913,6.36728,-26.45,,,,,,,,,,4.85679,0.174451,-0.910861,-17.5182,6.81548,194.52,-728.747,1476.43,99.366,417.17,417.17,417.17,111.329,-22.4536,121.753,-943.407,1573.5,65.6932,75.7339,75.734,75.7339
2,0,7.10934,0,0,7.14457,-0.997512,5.67694,,,,,,,,,,-11.1094,9.20046,177.951,-846.409,1203.9,499.601,416.369,416.369,416.369,130.435,32.8292,141.932,-904.924,1128.75,61.3905,236.042,236.042,236.042,-85.5173,-1.60448,-24.7067,-2.33103,-6.134,0.167914,,,,,,,,,,4.5394,7.31465,-31.0821,,,,,,,,,,4.85587,-0.183688,0.919133,-22.126,3.55482,209.232,-760.874,1213.14,87.657,404.232,404.232,404.232,130.435,32.8292,141.932,-976.183,1095.86,55.804,78.6807,78.6807,78.6807,-7.58441,-0.34771,178.928,-895.968,1344.85,910.979,195.07,195.07,195.07,6.13328,0,0,7.57727,5.31855,-35.8802,,,,,,,,,,-29.8056,-5.63999,220.026,-808.889,1495.72,525.626,398.752,398.752,398.752,111.319,-22.451,121.757,-872.754,1546.95,71.9249,227.202,227.202,227.202,-84.9499,-0.431488,-20.5255,-7.52227,-7.62836,42.5708,,,,,,,,,,-8.22443,6.39025,-26.4294,,,,,,,,,,4.85587,0.183688,-0.919133,-17.5249,6.82785,194.525,-728.751,1476.43,99.3842,417.139,417.139,417.139,111.319,-22.451,121.757,-943.404,1573.5,65.6815,75.7339,75.734,75.7339
3,0,7.11292,0,0,7.14793,-0.995043,5.65894,,,,,,,,,,-11.0944,9.19989,177.925,-846.415,1203.92,499.592,416.337,416.337,416.337,130.435,32.836,141.928,-904.911,1128.75,61.3963,236.042,236.042,236.042,-85.5198,-1.60907,-24.7088,-2.32233,-6.14478,0.186364,,,,,,,,,,4.54843,7.31714,-31.0923,,,,,,,,,,4.85566,-0.192598,0.92755,-22.1274,3.55603,209.216,-760.863,1213.15,87.655,404.228,404.228,404.228,130.435,32.8361,141.928,-976.17,1095.86,55.813,78.6807,78.6806,78.6807,-7.58361,-0.362137,178.92,-895.885,1344.88,910.962,195.07,195.07,195.07,6.13238,0,0,7.5769,5.32024,-35.8877,,,,,,,,,,-29.7666,-5.65866,220.018,-808.921,1495.76,525.606,398.745,398.745,398.745,111.31,-22.4486,121.761,-872.753,1546.95,71.9225,227.202,227.202,227.202,-84.9423,-0.42632,-20.5272,-7.50259,-7.62133,42.5675,,,,,,,,,,-8.2102,6.41264,-26.4098,,,,,,,,,,4.85566,0.192598,-0.92755,-17.5314,6.83978,194.53,-728.755,1476.43,99.402,417.108,417.108,417.108,111.31,-22.4487,121.761,-943.402,1573.51,65.6699,75.7339,75.7338,75.7339
4,0,7.11625,0,0,7.15108,-0.992641,5.64142,,,,,,,,,,-11.0805,9.19944,177.901,-846.421,1203.94,499.584,416.307,416.307,416.307,130.435,32.8428,141.925,-904.898,1128.75,61.4017,236.042,236.042,236.042,-85.5221,-1.61339,-24.7109,-2.31367,-6.15515,0.203086,,,,,,,,,,4.55679,7.31955,-31.1016,,,,,,,,,,4.85615,-0.201154,0.936109,-22.1288,3.55704,209.201,-760.853,1213.16,87.6531,404.225,404.225,404.225,130.435,32.8429,141.925,-976.156,1095.86,55.8212,78.6807,78.6806,78.6807,-7.58389,-0.376029,178.912,-895.806,1344.92,910.947,195.07,195.07,195.07,6.13144,0,0,7.57636,5.32171,-35.8942,,,,,,,,,,-29.7288,-5.67692,220.009,-808.953,1495.8,525.587,398.739,398.739,398.739,111.301,-22.4465,121.765,-872.753,1546.95,71.9201,227.202,227.202,227.202,-84.9348,-0.421268,-20.529,-7.48281,-7.61465,42.5641,,,,,,,,,,-8.19641,6.43446,-26.3911,,,,,,,,,,4.85615,0.201154,-0.936109,-17.5377,6.85124,194.534,-728.761,1476.43,99.4195,417.079,417.079,417.079,111.301,-22.4464,121.765,-943.4,1573.51,65.6582,75.7339,75.7339,75.7339
5,0,7.11934,0,0,7.15395,-0.99031,5.62442,-0.141581,0.00863081,-0.0100588,-16.6976,1.25103e-014,1.01977,0,0,0.000118405,-11.0678,9.19906,177.878,-846.425,1203.96,499.576,416.278,416.278,416.278,130.435,32.8494,141.922,-904.886,1128.76,61.4065,236.042,236.042,236.042,-85.5242,-1.61742,-24.7131,-2.3051,-6.16512,0.218207,-0.195218,0.161187,1.56024,67.4299,46.8677,-0.969519,0,0,-0.000174804,4.56441,7.32189,-31.11,-0.111461,0.0508416,0.585907,-10.0078,10.2755,1.09447,0,0,0.000177723,4.85734,-0.209395,0.944816,-22.1299,3.55787,209.186,-760.843,1213.17,87.6512,404.222,404.222,404.222,130.435,32.8494,141.922,-976.142,1095.86,55.8287,78.6807,78.6807,78.6807,-7.58526,-0.389472,178.904,-895.733,1344.95,910.932,195.07,195.07,195.07,6.13047,0,0,7.57568,5.32297,-35.8998,-0.141634,-0.00540036,-0.0117033,-16.0948,8.72593e-015,0.618667,0,0,-2.58043e-005,-29.6921,-5.69473,220,-808.985,1495.84,525.569,398.732,398.732,398.732,111.291,-22.4445,121.768,-872.753,1546.95,71.9175,227.202,227.202,227.202,-84.9274,-0.416335,-20.5308,-7.46293,-7.60829,42.5605,-0.388834,0.0710423,1.52981,109.302,-27.375,-1.81027,0,0,-0.00401022,-8.18299,6.45574,-26.3734,-0.0991231,0.0556943,0.587642,-11.3672,-4.1727,0.373813,0,0,0.000501509,4.85734,0.209395,-0.944816,-17.5438,6.86225,194.536,-728.766,1476.43,99.4366,417.051,417.051,417.051,111.291,-22.4445,121.768,-943.399,1573.52,65.6467,75.7339,75.734,75.7339
6,0,7.12216,0,0,7.15659,-0.988054,5.60797,-0.141581,0.00863895,-0.0100543,-16.6976,8.20776e-015,1.0211,0,0,0.000110144,-11.0562,9.19879,177.856,-846.43,1203.98,499.57,416.25,416.25,416.25,130.435,32.8557,141.919,-904.873,1128.76,61.4107,236.042,236.042,236.042,-85.5261,-1.62118,-24.7153,-2.29656,-6.17468,0.231541,-0.195073,0.161167,1.56026,67.3892,46.8576,-0.969977,0,0,-0.00020554,4.57137,7.32414,-31.1174,-0.111481,0.0508367,0.585903,-10.0122,10.2787,1.09564,0,0,0.000159879,4.85926,-0.217306,0.95368,-22.131,3.55854,209.171,-760.833,1213.18,87.6494,404.22,404.22,404.22,130.435,32.8557,141.919,-976.129,1095.86,55.8355,78.6807,78.6807,78.6807,-7.58776,-0.402437,178.895,-895.664,1344.98,910.919,195.07,195.07,195.07,6.12936,0,0,7.57477,5.32398,-35.9043,-0.141633,-0.00539546,-0.0117215,-16.0948,7.47891e-015,0.618169,0,0,-2.82491e-005,-29.6565,-5.71213,219.99,-809.017,1495.88,525.551,398.726,398.726,398.726,111.282,-22.4427,121.772,-872.754,1546.96,71.9149,227.202,227.202,227.202,-84.9201,-0.411516,-20.5328,-7.44295,-7.6023,42.557,-0.388571,0.070643,1.52989,109.234,-27.2869,-1.81434,0,0,-0.00399129,-8.17005,6.47644,-26.3566,-0.0991595,0.0557671,0.587629,-11.3742,-4.18781,0.373023,0,0,0.000487778,4.85926,0.217306,-0.95368,-17.5498,6.87276,194.538,-728.773,1476.42,99.4534,417.024,417.024,417.024,111.282,-22.4427,121.772,-943.398,1573.52,65.6351,75.7339,75.7339,75.7339
7,0,7.12475,0,0,7.15901,-0.985852,5.59191,-0.141581,0.00864689,-0.0100501,-16.6975,-1.1059e-014,1.02179,0,0,0.000102234,-11.0457,9.19864,177.836,-846.433,1204,499.564,416.224,416.224,416.224,130.435,32.8618,141.917,-904.861,1128.76,61.4145,236.042,236.042,236.042,-85.5278,-1.62465,-24.7175,-2.28807,-6.1838,0.243204,-0.194958,0.161155,1.56028,67.3546,46.8523,-0.971064,0,0,-0.000237145,4.57765,7.32633,-31.1237,-0.1115,0.0508347,0.585901,-10.0161,10.2826,1.0962,0,0,0.00014205,4.86187,-0.224865,0.962676,-22.132,3.55898,209.158,-760.824,1213.19,87.6476,404.219,404.219,404.219,130.435,32.8618,141.917,-976.115,1095.86,55.8415,78.6807,78.6806,78.6806,-7.59137,-0.414825,178.886,-895.599,1345.01,910.905,195.07,195.07,195.07,6.12824,0,0,7.57372,5.32478,-35.9079,-0.141632,-0.00539126,-0.0117397,-16.0947,1.17316e-015,0.617711,0,0,-3.08843e-005,-29.6222,-5.7291,219.981,-809.05,1495.91,525.534,398.721,398.72,398.721,111.273,-22.4411,121.775,-872.755,1546.96,71.9122,227.202,227.202,227.202,-84.9129,-0.406813,-20.5348,-7.42288,-7.59667,42.5534,-0.388325,0.0702634,1.52996,109.172,-27.2038,-1.81828,0,0,-0.00396965,-8.15754,6.49656,-26.3408,-0.0991995,0.0558379,0.587617,-11.3811,-4.20235,0.372276,0,0,0.000473417,4.86187,0.224865,-0.962676,-17.5555,6.88282,194.538,-728.78,1476.42,99.4699,416.998,416.998,416.998,111.273,-22.4411,121.775,-943.398,1573.52,65.6236,75.7339,75.734,75.7339
8,0,7.1271,0,0,7.16117,-0.983735,5.57647,-0.141581,0.00865438,-0.0100467,-16.6976,-4.79958e-015,1.02313,0,0,9.41589e-005,-11.0363,9.19858,177.818,-846.436,1204.02,499.559,416.198,416.198,416.198,130.434,32.8677,141.915,-904.849,1128.77,61.4178,236.042,236.042,236.042,-85.5293,-1.62786,-24.7197,-2.27959,-6.19251,0.253085,-0.194876,0.16116,1.56029,67.3292,46.8496,-0.971472,0,0,-0.00027013,4.58328,7.3284,-31.1291,-0.111522,0.0508359,0.585898,-10.0216,10.2859,1.09741,0,0,0.000124294,4.8652,-0.232083,0.971818,-22.1329,3.55929,209.144,-760.814,1213.2,87.6459,404.218,404.218,404.218,130.434,32.8677,141.915,-976.102,1095.86,55.8467,78.6807,78.6807,78.6806,-7.59606,-0.426735,178.877,-895.539,1345.04,910.893,195.07,195.07,195.07,6.12704,0,0,7.57249,5.32538,-35.9105,-0.141631,-0.0053871,-0.0117572,-16.0947,4.45992e-015,0.616751,0,0,-3.35176e-005,-29.589,-5.74565,219.971,-809.082,1495.95,525.519,398.715,398.715,398.715,111.263,-22.4397,121.779,-872.757,1546.96,71.9094,227.202,227.202,227.202,-84.9058,-0.402237,-20.5369,-7.40271,-7.59139,42.5497,-0.388081,0.0699153,1.53003,109.112,-27.127,-1.82249,0,0,-0.00394847,-8.14546,6.51612,-26.3259,-0.0992398,0.0559074,0.587604,-11.3873,-4.21571,0.371032,0,0,0.00045905,4.8652,0.232083,-0.971818,-17.561,6.89242,194.538,-728.788,1476.42,99.486,416.973,416.973,416.973,111.264,-22.4397,121.779,-943.398,1573.53,65.6121,75.7339,75.734,75.7339
9,0,7.12922,0,0,7.16309,-0.981666,5.56138,-0.141581,0.00866093,-0.0100439,-16.6975,1.41607e-014,1.02386,0,0,8.60025e-005,-11.0281,9.19863,177.801,-846.438,1204.04,499.554,416.174,416.174,416.174,130.434,32.8734,141.913,-904.837,1128.77,61.4206,236.042,236.042,236.042,-85.5307,-1.63077,-24.722,-2.27119,-6.2008,0.261393,-0.19482,0.161174,1.56029,67.305,46.848,-0.972318,0,0,-0.000304656,4.58819,7.33043,-31.1335,-0.111541,0.050835,0.585894,-10.0255,10.2892,1.09802,0,0,0.000106692,4.86924,-0.238948,0.981105,-22.1336,3.55939,209.131,-760.805,1213.21,87.6443,404.217,404.217,404.217,130.434,32.8735,141.913,-976.089,1095.86,55.8513,78.6807,78.6806,78.6807,-7.60185,-0.438112,178.868,-895.484,1345.06,910.882,195.07,195.07,195.07,6.12579,0,0,7.57108,5.32577,-35.9123,-0.14163,-0.00538303,-0.0117744,-16.0947,1.79832e-015,0.615964,0,0,-3.62779e-005,-29.5571,-5.76174,219.96,-809.114,1495.98,525.504,398.71,398.71,398.71,111.254,-22.4385,121.782,-872.76,1546.96,71.9065,227.202,227.202,227.202,-84.8988,-0.397761,-20.5391,-7.38246,-7.5865,42.546,-0.387841,0.0696019,1.53009,109.054,-27.0571,-1.82647,0,0,-0.00392712,-8.13388,6.53508,-26.312,-0.0992819,0.055977,0.587591,-11.3938,-4.22772,0.36996,0,0,0.000444422,4.86924,0.238948,-0.981105,-17.5662,6.9016,194.536,-728.796,1476.42,99.5018,416.948,416.949,416.949,111.254,-22.4384,121.782,-943.398,1573.53,65.6006,75.7339,75.7339,75.7339
